"";"CACO2";"CO115";"COLO201";"COLO205";"COLO320";"DLD1";"HCC2998";"HCT116";"HCT15";"HT29";"IS1";"IS2";"KM12";"LIM1215";"LIM2405";"LOVO";"LS174T";"RKO";"RW2982";"RW7213";"SKCO1";"SW1116";"SW403";"SW48";"SW620";"SW837";"SW948";"T84";"TC71";"VACO5"
"WDR24";0,47588709;0,439062065;0,248745625;0,243080875;0,2783002;0,442545775;0,325637685;0,392949185;0,39427489;0,335735025;0,470921155;0,31641719;0,367536885;0,314519635;0,44964947;0,31033931;0,264048405;0,415528615;0,445474045;0,365924595;0,38884663;0,312237475;0,459995445;0,36584864;0,355145115;0,43954243;0,460936195;0,384567765;0,46304789;0,32341853
"WDR3";0,06735316;0,06065455;0,047050125;0,03746612;0,02776238;0,056929;0,03545394;0,035244735;0,03003353;0,038390555;0,05118685;0,04672595;0,05526943;0,04837676;0,033624205;0,036321545;0,02116248;0,04032103;0,033601385;0,028822595;0,039552145;0,050548765;0,044843065;0,03561006;0,0376866;0,029890975;0,041607205;0,02114866;0,037031045;0,035574835
"WDR31";0,050495175;0,065530235;0,053041045;0,04666039;0,04516199;0,070995935;0,04127738;0,041017085;0,041163355;0,034828975;0,062990415;0,07155995;0,063926655;0,055517745;0,04904409;0,05767361;0,03331307;0,03954833;0,05037342;0,036413765;0,04216963;0,03679492;0,055663265;0,0390745075;0,045192715;0,044583535;0,04737714;0,034282825;0,047294855;0,04202415
"WDR33";0,034891045;0,15250583;0,038008255;0,03646185;0,046972305;0,078078325;0,04459799;0,14582188;0,041523575;0,042229165;0,10498554;0,106217185;0,094930825;0,034036585;0,08107255;0,03098368;0,033823125;0,118196315;0,02484834;0,02211895;0,035126565;0,034999645;0,04163605;0,0483147675;0,0919408;0,029926865;0,045888545;0,02667625;0,044180355;0,135288455
"WDR34";0,03649975;0,04818539;0,03996819;0,037949685;0,025119315;0,058554395;0,02882594;0,03373988;0,031295785;0,03251671;0,039500085;0,039383555;0,050185385;0,046674555;0,040838475;0,034928035;0,019714875;0,03039584;0,02477399;0,026333205;0,04035805;0,028776365;0,05062997;0,0326722075;0,03310402;0,02712604;0,02424908;0,021299675;0,02878445;0,027215555
"WDR35";0,03782561;0,098246095;0,040359875;0,030281225;0,02267895;0,47579275;0,02927752;0,343784515;0,4836689;0,06096911;0,068736585;0,040112295;0,11374164;0,16334665;0,4620405;0,25593629;0,247669375;0,24439451;0,08186618;0,17709218;0,04450585;0,072796955;0,112117825;0,92592415;0,038065835;0,033545365;0,04515634;0,0218118985;0,386756;0,8956255
"WDR36";0,04877373;0,07130778;0,03918322;0,03291518;0,03885305;0,07123845;0,04632538;0,0492215;0,0439839;0,04487089;0,06794368;0,0429015;0,05482858;0,04929412;0,05085008;0,05783643;0,03500069;0,04858776;0,04795821;0,03235645;0,07708421;0,04164216;0,05941621;0,057288225;0,0430124;0,03599701;0,04759511;0,04759107;0,05227067;0,04190962
"WDR37";0,0819744528571429;0,0906280414285714;0,0857211071428571;0,0827194728571429;0,0605739457142857;0,0899329228571429;0,0846084071428571;0,0773561428571429;0,0733280742857143;0,0931920385714286;0,0803498928571429;0,0969512671428571;0,0978184542857143;0,0864531785714286;0,100304844285714;0,0906331942857143;0,0741219742857143;0,0821565671428571;0,0820196142857143;0,0822807785714286;0,0825590328571429;0,0903194128571429;0,0892214528571429;0,086021315;0,0830491914285714;0,0831136285714286;0,0915664342857143;0,07249241;0,0879037042857143;0,0810389628571429
"WDR4";0,03881783;0,053377485;0,032201335;0,02425962;0,017280645;0,029791915;0,0276473;0,05121991;0,023422575;0,036141145;0,06096889;0,05132009;0,044926;0,02361359;0,0299713;0,031327835;0,02066276;0,0248794;0,017028745;0,014576285;0,02081562;0,026256685;0,02468501;0,0325776175;0,03068016;0,013049;0,01950963;0,01744067;0,058490345;0,024556165
"WDR41";0,393010955;0,186987955;0,076922555;0,19828046;0,331200675;0,33306759;0,4120703;0,44980803;0,40392138;0,08465489;0,144459405;0,05825428;0,472343085;0,44496051;0,09950243;0,265176845;0,059985825;0,463233115;0,34856345;0,26538016;0,18395386;0,158217305;0,211998055;0,4408708225;0,430886735;0,157163035;0,057285355;0,04111303;0,26345197;0,455113665
"WDR44";0,02132007;0,03464954;0,02057844;0,02111328;0,01748189;0,037324925;0,02027259;0,023449645;0,02155489;0,380911;0,49080725;0,48555295;0,03106371;0,02357296;0,031992355;0,022861;0,02803665;0,4454859;0,01980343;0,02111602;0,02346157;0,024465475;0,45398175;0,426242475;0,02458031;0,022044465;0,3106751;0,01769821;0,02113563;0,25475388
"WDR45";0,057499;0,05533269;0,05973356;0,03863824;0,03781039;0,05491931;0,03755071;0,0414701;0,02640668;0,3045393;0,5556579;0,6485013;0,05882353;0,05881711;0,05751031;0,0508345;0,03671955;0,4204536;0,04971111;0,03592397;0,0388221;0,04874505;0,4918889;0,4571723;0,04486529;0,03639909;0,3674196;0,03003149;0,0461165;0,5048834
"WDR47";0,30786721;0,119457435;0,074944775;0,09559046;0,116965525;0,2971657;0,2886202;0,2826615;0,221379175;0,069555975;0,17776317;0,062167135;0,163625875;0,06531979;0,099117425;0,193181925;0,02513456;0,14339407;0,089741255;0,038936395;0,07743962;0,203799185;0,05904734;0,2638932525;0,24563833;0,05724187;0,05306195;0,03366811;0,377861725;0,046285365
"WDR49";0,5061276;0,5700882;0,48039505;0,5840669;0,69888275;0,61432885;0,6195729;0,70148065;0,6426749;0,51165525;0,68488305;0,4648301;0,62179115;0,63712025;0,56787695;0,50993425;0,59916825;0,6962111;0,4895405;0,54384475;0,54893545;0,66565115;0,56263345;0,686521875;0,53154;0,4831807;0,4824569;0,358618215;0,6403748;0,7305243
"WDR5";0,072408075;0,12451974;0,070964215;0,06549263;0,043362685;0,09895769;0,06922477;0,07244245;0,075049923;0,069962375;0,080261375;0,050301325;0,10511186;0,078346185;0,08582504;0,06568249;0,04499242;0,06312726;0,05379724;0,0458173585;0,064481695;0,050947605;0,09130503;0,0789869575;0,06288536;0,06764717;0,051817755;0,040769669;0,079163505;0,077244645
"WDR53";0,02781233;0,04458784;0,034100105;0,02386806;0,024891685;0,044227925;0,030629315;0,02158851;0,02243661;0,035860975;0,04258865;0,044439785;0,04838958;0,03123189;0,041905655;0,0353475;0,026198285;0,029715325;0,02808085;0,03173904;0,03556042;0,0257472;0,045042185;0,0275114;0,03065676;0,03138086;0,03212802;0,02647585;0,028707435;0,03162647
"WDR54";0,083694265;0,082895925;0,128315535;0,050228335;0,047592505;0,094592745;0,05302413;0,06094687;0,048933225;0,054922875;0,063752355;0,06001636;0,06478463;0,05061979;0,06152354;0,06201004;0,08262892;0,048141215;0,051453195;0,051913365;0,053115615;0,0467899;0,05888081;0,051653545;0,04790596;0,051621575;0,058063525;0,04719828;0,089565405;0,04743107
"WDR55";0,05032403;0,05159066;0,05710729;0,06365854;0,04699939;0,05749631;0,05221125;0,04046243;0,05154135;0,05635534;0,06264677;0,05425005;0,05681227;0,05409706;0,04835015;0,06243975;0,04803872;0,05172949;0,04880264;0,04417243;0,05526946;0,06590471;0,04876534;0,05009223;0,05609607;0,05075647;0,04705411;0,05044563;0,04962252;0,04198955
"WDR5B";0,08401441;0,108914365;0,084988155;0,07581892;0,0750915;0,100072355;0,082518565;0,07488869;0,05881591;0,078024495;0,076626445;0,07325202;0,1110341;0,082499335;0,086132315;0,089654025;0,064821365;0,090344105;0,101229495;0,07184499;0,0774282;0,06567549;0,08389367;0,0834213225;0,070144135;0,080759015;0,07022758;0,04928556;0,093686065;0,077408955
"WDR6";0,04844746;0,06406395;0,056683605;0,04252965;0,039983165;0,06085583;0,036958745;0,04052479;0,033961125;0,04918821;0,04493711;0,040141775;0,04280309;0,055950875;0,039925165;0,047229765;0,030108755;0,040924005;0,04782768;0,03751385;0,040800885;0,038784805;0,055784645;0,035591855;0,03560554;0,0462211;0,036510475;0,0316065;0,03905813;0,039249
"WDR61";0,03088866;0,04632318;0,03276304;0,023896405;0,0266126;0,044700555;0,02740287;0,02888116;0,022928375;0,03234646;0,04133824;0,03991954;0,044977705;0,032497495;0,030097975;0,020182765;0,02222356;0,03016634;0,02623066;0,024604445;0,024543;0,030955615;0,04350897;0,0239041025;0,026049895;0,024300415;0,033028205;0,019880975;0,025196065;0,02895174
"WDR63";0,06256761;0,5542704;0,04311803;0,04560445;0,550825;0,0466771;0,06358768;0,0386651;0,09738657;0,07286006;0,04902357;0,03978503;0,1272842;0,03489036;0,05264425;0,4407305;0,05481046;0,02354137;0,1612744;0,03253994;0,04343721;0,03748993;0,05002303;0,22273435;0,06090117;0,03715968;0,02681649;0,03110048;0,7195114;0,03028705
"WDR64";0,2388759;0,1941667;0,1424116;0,09498956;0,5502901;0,3762557;0,1617195;0,261;0,1166966;0,05489865;0,304717;0,1400329;0,3793503;0,5098315;0,2490157;0,1168114;0,126523;0,1378446;0,2416851;0,1178161;0,1742424;0,1457627;0,1922383;0,18443235;0,1248654;0,1717557;0,1639164;0,08637874;0,4009217;0,1784703
"WDR7";0,07146253;0,06945953;0,046712895;0,04926814;0,03369943;0,06252089;0,04231724;0,029992475;0,030246095;0,05446787;0,055919945;0,03416171;0,09920858;0,04019641;0,0393291;0,0459698;0,02706658;0,05293052;0,052465945;0,039867185;0,03873477;0,06667027;0,04668906;0,03331661;0,04431048;0,046390895;0,042148265;0,04903049;0,037626895;0,02935523
"WDR72";0,9061544;0,9230101;0,9202161;0,9212024;0,9242669;0,916328;0,9144864;0,8708013;0,8145481;0,9109444;0,9178112;0,8120634;0,9145545;0,5842932;0,9139854;0,2723582;0,3500679;0,9093404;0,7760156;0,9241483;0,9006865;0,9176127;0,9188325;0,6590227;0,9326599;0,9009269;0,6635632;0,9143092;0,4098944;0,922322
"WDR75";0,0264737;0,04141932;0,03925589;0,02698126;0,02718334;0,04160336;0,02068269;0,039260035;0,0225898;0,030195285;0,05011876;0,034342925;0,05323322;0,03563702;0,031887805;0,02542113;0,02429428;0,03234911;0,031063195;0,02098224;0,024304375;0,02322501;0,052092835;0,0232630325;0,03037346;0,028429205;0,03262292;0,017404705;0,02618211;0,02290656
"WDR76";0,03721797;0,040684365;0,024183235;0,020787675;0,01663673;0,06363299;0,044803525;0,03253121;0,02176146;0,04597005;0,030983345;0,04039367;0,178933;0,06100885;0,038702775;0,043576845;0,020055855;0,02755338;0,05165535;0,028431025;0,047504325;0,032116755;0,039745775;0,0319468275;0,03533978;0,05617933;0,05917377;0,025027685;0,04551417;0,02306601
"WDR77";0,6305767;0,8152295;0,1697248;0,4838205;0,7231426;0,8163685;0,8405013;0,8714914;0,8645239;0,83;0,7516654;0,7967512;0,734919;0,8418541;0,8363826;0,8376217;0,8458376;0,8236179;0,7436823;0,8353189;0,8269956;0,7944061;0,6823785;0,83226005;0,8616949;0,5573381;0,8321904;0,5691838;0,8670433;0,832516
"WDR78";0,2004;0,18423085;0,26584355;0,25796775;0,3173842;0,1954999;0,2330037;0,18004235;0,17136715;0,2702683;0,2377874;0,1835723;0,2463668;0,28334835;0,1749324;0,22019245;0,16011535;0,2187593;0,18937715;0,22834185;0,2487202;0,1963743;0,26954225;0,164894225;0,22442505;0,2187677;0,174341925;0,27047575;0,18395745;0,2573033
"WDSUB1";0,03300811;0,028201185;0,026079415;0,02674494;0,02294412;0,05252897;0,02686326;0,04196271;0,02345997;0,051038875;0,04301961;0,047706755;0,05521811;0,116936445;0,033490165;0,043346285;0,024864415;0,04673865;0,035149985;0,02422231;0,03084234;0,025164905;0,05392375;0,0483383025;0,02562646;0,025078245;0,03093314;0,02245657;0,039768165;0,03089967
"WDTC1";0,094406485;0,09332561;0,059487455;0,060401275;0,045429085;0,067130885;0,055010945;0,06302853;0,05022878;0,063605935;0,07728298;0,081500575;0,07679441;0,07594167;0,07247747;0,0835024;0,058704795;0,053803675;0,07425604;0,073941465;0,06695576;0,09179276;0,094204505;0,062759145;0,06851526;0,055005505;0,087805315;0,06380311;0,05859439;0,05617706
"WEE1";0,04206582;0,03773127;0,035909305;0,032588305;0,22946115;0,04820941;0,028342585;0,41964505;0,044859255;0,033515905;0,04897341;0,03022553;0,073089815;0,06889136;0,033954995;0,04126828;0,031784025;0,03605375;0,1406071;0,037522785;0,25566275;0,039517265;0,05390812;0,0916602525;0,02558431;0,026863255;0,077499415;0,023722185;0,339973;0,023873175
"WFDC1";0,4599357;0,61376435;0,409239965;0,6086975;0,3772833;0,51655095;0,18746753;0,7554568;0,469545775;0,41590878;0,464375895;0,24747863;0,67913895;0,286254555;0,5830163;0,24042245;0,129583465;0,56240095;0,4146941;0,29931282;0,45390063;0,32061243;0,161072395;0,74515775;0,214849365;0,3794913;0,416860775;0,22223349;0,676142;0,257254355
"WFDC10A";0,1940168;0,3857661;0,1982059;0,16250245;0,046698455;0,160571245;0,33490835;0,084591495;0,100924035;0,1887875;0,3763194;0,15178782;0,196734855;0,28049011;0,220643265;0,07079818;0,094349125;0,1334834;0,1608496;0,056026455;0,07288758;0,18380113;0,082642615;0,2370436525;0,41457155;0,1211802;0,201097265;0,08295664;0,2181205;0,088731735
"WFDC10B";0,31734785;0,2380298;0,65454385;0,69370705;0,08312987;0,4284459;0,273608235;0,6313942;0,36629875;0,5767738;0,75462815;0,103533265;0,13375294;0,276406345;0,6170952;0,06377948;0,069802775;0,06704425;0,4768713;0,73276535;0,180547915;0,178598935;0,47312975;0,47720835;0,22384255;0,70193825;0,81877315;0,04591413;0,5951419;0,23996
"WFDC11";0,0530176;0,1844758;0,08135109;0,06331728;0,09246231;0,07016492;0,03109987;0,1858497;0,04879749;0,05936073;0,2179097;0,05721003;0,09762248;0,06447411;0,1583333;0,05356037;0,03874016;0,06887645;0,1052882;0,2292553;0,05029669;0,04234752;0,06920233;0,096648785;0,04953861;0,1130969;0,034245;0,02654156;0,06690562;0,0592681
"WFDC12";0,42212425;0,66206255;0,301210655;0,340812725;0,35293;0,4875895;0,254886165;0,80700115;0,2229733;0,422917685;0,52268615;0,240091265;0,59011075;0,526476;0,6790523;0,259697225;0,43817431;0,4857131;0,5366219;0,44866546;0,47963045;0,42976551;0,46819736;0,728132975;0,28282249;0,5070997;0,48029075;0,19038769;0,89206;0,5042933
"WFDC13";0,2949067;0,69609395;0,55597565;0,40410305;0,08692586;0,44968945;0,19209705;0,7892026;0,50974455;0,37028515;0,77110285;0,071565255;0,23182685;0,209118185;0,7478467;0,10581964;0,20159493;0,371032705;0,55273785;0,40953015;0,13880271;0,37772065;0,24182525;0,693196725;0,2440409;0,57730065;0,38165305;0,04606052;0,744221;0,36417395
"WFDC2";0,42965395;0,87719525;0,28964455;0,112260235;0,34900585;0,59165305;0,17828705;0,82582005;0,5528651;0,061422035;0,43934165;0,102322625;0,60108715;0,3972793;0,8635268;0,5023063;0,08079519;0,8257618;0,8503944;0,05341776;0,225300245;0,07696113;0,11695125;0,61857225;0,1892246;0,050684265;0,156520645;0,20203285;0,71578295;0,05575069
"WFDC3";0,71949135;0,7765252;0,35879465;0,27275936;0,3453417;0,7158011;0,40207095;0,5942737;0,53330195;0,4623669;0,4654918;0,2985992;0,57064535;0,5602067;0,243600485;0,5084154;0,42214335;0,13902372;0,4735579;0,22472182;0,52558845;0,24580093;0,131745325;0,499648825;0,3942206;0,6665941;0,4124744;0,48044735;0,37418535;0,3073001
"WFDC5";0,73414035;0,79677405;0,4993408;0,70865665;0,8497518;0,7472695;0,63153885;0,86551585;0,8313681;0,6886596;0,78417535;0,5524394;0,73524785;0,7777008;0,8344986;0,66036445;0,6637551;0,6056636;0,8219034;0,7734005;0,7811834;0,64793495;0,79178245;0,892986675;0,5875045;0,8015014;0,7135576;0,528064;0,88905075;0,5675929
"WFDC6";0,20163405;0,42533465;0,62319015;0,7124264;0,05165;0,2069026;0,33872465;0,5221358;0,0542831;0,34790965;0,22379125;0,048403785;0,1798516;0,093755025;0,2515454;0,077214275;0,04572207;0,25042;0,3395179;0,6282554;0,217086835;0,2779769;0,333987145;0,1328522675;0,33741865;0,64382695;0,19510545;0,028317705;0,4867345;0,32682815
"WFDC8";0,8663213;0,9086748;0,9220486;0,8246369;0,02645985;0,6360521;0,792392;0,8889866;0,3702542;0,6988716;0,9039189;0,4232889;0,7022511;0,4271343;0,9140347;0,1646456;0,5477294;0,8712377;0,7840829;0,925588;0,5031147;0,8353271;0,9175712;0,9231456;0,7017663;0,8698984;0,4678254;0,01927024;0,9496573;0,8707398
"WFDC9";0,743836;0,611483;0,8989276;0,8993224;0,03618216;0,3624854;0,7090563;0,8973164;0,2835215;0,6850501;0,8565308;0,2340759;0,3251068;0,5570813;0,8582474;0,0549323;0,08724637;0,08287107;0,7693325;0,8969643;0,3168278;0,7409807;0,8150247;0,8696724;0,6517476;0,8240145;0,6065486;0,5174122;0,9207259;0,156557
"WFIKKN1";0,8114649;0,73969135;0,55795865;0,47679155;0,75580005;0,65258545;0,62136195;0,77102415;0,7187672;0,5561085;0,6616722;0,39077995;0,66864455;0,60690165;0,8148493;0,61454275;0,172028555;0,62149055;0,30998385;0,7586081;0,86235915;0,36034715;0,166108445;0,856838825;0,5676086;0,5835529;0,593624;0,81229285;0,8506564;0,76598585
"WFIKKN2";0,78151365;0,83300725;0,5705217;0,4558239;0,79913805;0,6795497;0,7040222;0,8558988;0,77176285;0,3818902;0,71164005;0,35277755;0,59458875;0,62260445;0,79715035;0,4440157;0,29911227;0,64905495;0,53359535;0,67696105;0,60526165;0,55383545;0,2402288;0,740092025;0,70369135;0,58263215;0,34748095;0,5119442;0,8611833;0,5428441
"WFS1";0,097388815;0,227151845;0,049296945;0,187495885;0,124506065;0,330551055;0,024172075;0,23056762;0,19905784;0,03113891;0,044483295;0,031880375;0,135062675;0,038472375;0,302730005;0,229028145;0,0240305;0,28939041;0,07524003;0,01730638;0,0285567;0,02993696;0,030860695;0,1458239825;0,03324569;0,19298348;0,24959087;0,03267151;0,32438336;0,229251315
"WHSC1";0,64259775;0,68379155;0,6466881;0,6426521;0,6232521;0,7011711;0,6972114;0,70829065;0,6747193;0,61381115;0,6421251;0,62128435;0,6075533;0,6349065;0,6886217;0,60539545;0,57917275;0,6106594;0,6110015;0,67084575;0,65826955;0,6194985;0,5404746;0,663555625;0,66244505;0,67640165;0,54335515;0,6308917;0,65347485;0,6246027
"WHSC1L1";0,210647825;0,24892394;0,03821721;0,031504995;0,20346765;0,078446825;0,02118681;0,46356725;0,059207405;0,05096793;0,20736699;0,13646041;0,170977685;0,043107655;0,028060995;0,025197365;0,071914565;0,025000665;0,024829865;0,02026087;0,02479554;0,02404183;0,040931615;0,06248885;0,026623675;0,025023505;0,039634225;0,0507734615;0,6307606;0,02850106
"WIF1";0,9146806;0,9259409;0,9267983;0,94628985;0,71019835;0,9224132;0,9396285;0,9501619;0,93752075;0,94283235;0,91172215;0,9300988;0,9299843;0,86010275;0,9268647;0,907458;0,68042155;0,9375393;0,93204115;0,62966425;0,78924825;0,9229482;0,8819754;0,922970475;0,9304476;0,90970095;0,93979055;0,7290257;0,9289492;0,8860066
"WIPI1";0,06552252;0,11687546;0,086448125;0,05014989;0,05434156;0,12089413;0,044637235;0,18101128;0,054257975;0,071651075;0,073584125;0,0624734;0,2680503;0,060049745;0,07351207;0,06018875;0,047708765;0,2534672;0,06633577;0,041212335;0,051080935;0,06842957;0,076617445;0,059886705;0,04822303;0,044618805;0,064757505;0,032643855;0,11340615;0,05299276
"WIPI2";0,063101445;0,08964495;0,088395645;0,077836885;0,102165445;0,10157585;0,087737415;0,09086373;0,07295832;0,090243725;0,0613112;0,09087541;0,07896784;0,107440505;0,08217198;0,075630225;0,07779226;0,077970285;0,065513295;0,07682684;0,142787225;0,076165315;0,09277952;0,072576055;0,09419658;0,082756885;0,06217297;0,066491345;0,082954245;0,076987705
"WISP1";0,8519804;0,81177655;0,73409025;0,57858695;0,34301255;0,8219385;0,46697675;0,7731598;0,82785185;0,50191755;0,7071062;0,2979802;0,7835181;0,45861075;0,7569549;0,094957405;0,44129267;0,74011755;0,52056405;0,68013015;0,38742595;0,60887945;0,51035;0,9046311;0,52914985;0,6849398;0,6172548;0,3760519;0,9206302;0,60881765
"WISP2";0,7727569;0,54659485;0,63848125;0,4140002;0,8048812;0,54005315;0,54654495;0,73833625;0,55888895;0,50448545;0,7768642;0,472946305;0,5044503;0,6293194;0,788933;0,72964935;0,12576068;0,7683853;0,58119675;0,5021424;0,5747485;0,50503895;0,6357984;0,8359738;0,54116115;0,2974581;0,5857749;0,4942471;0,77757675;0,4488567
"WISP3";0,63575575;0,8411318;0,4698844;0,4327259;0,83802805;0,7644254;0,6702347;0,8507814;0,78885215;0,4118529;0,80970225;0,35063985;0,8019867;0,60456485;0,79885225;0,44224715;0,31501335;0,68789815;0,6996016;0,4898471;0,72516575;0,47391475;0,46498315;0,8608687;0,6193275;0,7063854;0,600384;0,4641231;0,8607503;0,64765795
"WNK1";0,0524123;0,06486519;0,064287645;0,03529549;0,03337735;0,07816407;0,040928135;0,054975455;0,03328872;0,03264549;0,06609837;0,05111935;0,078380775;0,052350525;0,049563785;0,04278733;0,028030385;0,042918335;0,03689102;0,03107723;0,041580655;0,039171735;0,0780414;0,0361327025;0,031795435;0,046809475;0,031155305;0,020354155;0,06417319;0,028847225
"WNK2";0,61962305;0,3757406;0,075780975;0,342700455;0,095103705;0,80217745;0,06950939;0,54598395;0,58108585;0,51581592;0,4859127;0,192467885;0,53810725;0,47526635;0,088649275;0,29523165;0,42441;0,075754955;0,33818633;0,04881294;0,05655306;0,19593318;0,075370805;0,0520748325;0,09662483;0,55124725;0,041100145;0,048891455;0,7418816;0,06361653
"WNK3";0,9390493;0,950455;0,9315398;0,9420037;0,8955961;0,9410142;0,9579037;0,95145;0,9599289;0,9500197;0,9234602;0,9347826;0,9422704;0,9514894;0,9315765;0,8259584;0,932615;0,9435573;0,9084933;0,9352923;0,9513336;0,9401193;0,9382027;0,9434586;0,9369922;0,931242;0,9169279;0,9177637;0,953038;0,9379098
"WNK4";0,02178472;0,9268388;0,03489653;0,1196811;0,6761652;0,9367741;0,02250502;0,9423435;0,9561704;0,03069486;0,7378165;0,03006721;0,914465;0,1197778;0,9446772;0,938921;0,03256506;0,939272;0,02019774;0,02389079;0,0322293;0,02022129;0,05232358;0,70899805;0,03171981;0,01633079;0,0226073;0,0227704;0,9514152;0,8020712
"WNT1";0,4709443;0,6824713;0,492239045;0,49018665;0,3447826;0,52201815;0,22032305;0,6295093;0,4304833;0,6427092;0,454262;0,2020743;0,6187742;0,3555497;0,6737238;0,5146116;0,33065935;0,68761895;0,39531735;0,091184965;0,5842242;0,4938255;0,3057735;0,6236564;0,2342837;0,35553365;0,21346334;0,3330796;0,44640715;0,67097925
"WNT10A";0,5268551;0,88726025;0,8249021;0,85924865;0,27209108;0,66747025;0,143445285;0,72576835;0,6231667;0,55245635;0,39518265;0,2900848;0,6924492;0,38244934;0,84963545;0,64685385;0,323687945;0,7787706;0,36091255;0,32694545;0,2906733;0,5156235;0,43646255;0,890960275;0,159708465;0,32972628;0,47680365;0,380479505;0,5352613;0,592273
"WNT10B";0,8269572;0,8616028;0,02561686;0,2582451;0,8702435;0,4325869;0,05753373;0,8763703;0,7994073;0,5659724;0,8047903;0,344875;0,8703822;0,542294;0,818903;0,8502504;0,3645347;0,8554093;0,8415489;0,07604845;0,04937776;0,3278384;0,2085329;0,8657551;0,05982457;0,4902641;0,5862095;0,4360048;0,8739522;0,8525323
"WNT11";0,06427086;0,8408254;0,2773079;0,2568529;0,8617013;0,2109009;0,3258492;0,7578466;0,184021;0,7862069;0,4630809;0,06479994;0,2231535;0,4315554;0,1610948;0,3662104;0,2543837;0,9089392;0,05753088;0,0378131;0,2542364;0,06556376;0,05998806;0,3240922;0,3372649;0,1569986;0,04929395;0,07493962;0,7643667;0,06122139
"WNT16";0,3387056;0,5058627;0,17981465;0,305114;0,72810385;0,66486795;0,6296806;0,72659815;0,7639996;0,4045457;0,68452;0,43185635;0,68215335;0,75319275;0,6476599;0,78120675;0,41503673;0,5911887;0,6453361;0,44884795;0,2430718;0,73267855;0,2789984;0,8067532;0,60277155;0,69864385;0,693849;0,4893547;0,8098133;0,65550715
"WNT2";0,6783233;0,90637025;0,78029745;0,89583765;0,9090478;0,8931403;0,90711755;0,88499995;0,91587465;0,82681815;0,8974146;0,7894878;0,89008705;0,5641592;0,9043965;0,8564564;0,203191;0,89703785;0,87571305;0,69952615;0,7730524;0,90313755;0,67113475;0,90723;0,9037423;0,86619725;0,75279275;0,6946197;0,9260414;0,9025656
"WNT2B";0,02914583;0,02148211;0,0239641;0,01953767;0,01668271;0,0335031;0,01957654;0,01570721;0,01616994;0,02948333;0,03137352;0,01678719;0,03703162;0,0302863;0,01931331;0,02194406;0,01776213;0,01741209;0,02109505;0,01570641;0,02162162;0,01884443;0,02319126;0,023927235;0,01942848;0,01608761;0,01501976;0,01102162;0,01954066;0,01250227
"WNT3";0,21698565;0,901315;0,61835645;0,62660965;0,13611872;0,7548321;0,166766665;0,9059201;0,80992735;0,5143071;0,78887605;0,56421485;0,56639045;0,046864305;0,7170122;0,212765485;0,198277725;0,87991635;0,46714694;0,034637885;0,09742216;0,130996495;0,052028335;0,709869625;0,0803883;0,1876009;0,47944177;0,03081265;0,248526905;0,5314814
"WNT4";0,26797225;0,77872295;0,158299985;0,357967755;0,2491402;0,2345126;0,12823218;0,6453749;0,18759395;0,37812225;0,5376529;0,16630475;0,51770875;0,22014125;0,17287135;0,36744805;0,14787475;0,65713085;0,1976967;0,13961944;0,19458295;0,22250725;0,2838852;0,645419875;0,1312119;0,21620728;0,2022445;0,179670485;0,6079639;0,13277125
"WNT5A";0,18712696;0,9118189;0,5097948;0,482200435;0,02763698;0,258843475;0,3713869;0,8588444;0,3878243;0,8243797;0,43410455;0,3533175;0,88255825;0,25657847;0,9020042;0,12092708;0,04611519;0,8909846;0,19434189;0,30897315;0,07697023;0,85468845;0,33572875;0,88979935;0,35413745;0,6767621;0,21819626;0,03968003;0,47276178;0,8756202
"WNT5B";0,82298815;0,859687;0,838174;0,80776875;0,88501635;0,77230645;0,8603138;0,8778243;0,82053205;0,5676409;0,82441575;0,3874057;0,8295503;0,58010985;0,82177455;0,8142761;0,5950733;0,830781;0,8573355;0,8721661;0,75192775;0,76991645;0,67023955;0,86673785;0,8314601;0,7968131;0,79684725;0,6800768;0,8777192;0,83997335
"WNT6";0,14486126;0,73097635;0,58683705;0,6374473;0,28930693;0,70545665;0,033802415;0,40811225;0,65065195;0,41731615;0,111528765;0,097274715;0,73267545;0,090629445;0,50819405;0,5702157;0,09497498;0,6687232;0,1122698;0,27348405;0,3966766;0,089947825;0,4113415;0,716293725;0,041567635;0,4449895;0,4825459;0,23295805;0,219575985;0,5189975
"WNT7A";0,43555565;0,915951;0,90101965;0,9246265;0,08167837;0,9056115;0,327690165;0,06137444;0,9034683;0,91845045;0,39652615;0,10073253;0,8815596;0,275878135;0,9074821;0,5660426;0,072121765;0,91022065;0,339651445;0,31094313;0,471778685;0,450462545;0,09020087;0,920057675;0,33241117;0,90378335;0,46720955;0,03474459;0,058244655;0,8830173
"WNT7B";0,20472805;0,74154025;0,05411355;0,04838289;0,045239275;0,16562755;0,053961305;0,317021885;0,112663475;0,057255245;0,479135595;0,25983764;0,30278475;0,06997032;0,30598825;0,276241805;0,065665145;0,79521945;0,0554645;0,039061;0,163248;0,07192832;0,0518109;0,1313308375;0,06771064;0,03105592;0,081248785;0,08137342;0,18728546;0,08118648
