X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
ACBD6;0.038469676;0.036857802;0.018386335;0.029009637;0.016804556;0.01751522;0.014058661;0.025670515;0.017666533;0.022288652;0.041846042;0.035264567;0.043558598;0.024251125;0.012594973;0.014112178;0.019874902;0.022876354;0.028518221;0.018514508;0.019019703;0.009773907;0.013524473;0.010098372;0.017461109
ACCN1;0.675006427;0.635631376;0.607616317;0.71792455;0.68704837;0.609671522;0.663945549;0.74082221;0.634789997;0.669007743;0.700062796;0.797614273;0.692083282;0.777882532;0.649511137;0.810873297;0.757884512;0.451512498;0.604852766;0.564292273;0.720672597;0.706877959;0.407838792;0.697358824;0.849789359
ACCN2;0.090548614;0.056839251;0.049168927;0.070357224;0.037243906;0.133128191;0.068990793;0.042188147;0.050690169;0.047294256;0.052527878;0.046653403;0.046546125;0.053537619;0.027946767;0.047941773;0.029423909;0.033591779;0.088954175;0.03447055;0.183996459;0.044909752;0.045047753;0.039582712;0.033724552
ACCN3;0.849083235;0.823517439;0.821297628;0.882001833;0.843439456;0.866536769;0.819529142;0.826176688;0.816470287;0.713310634;0.858882639;0.828260936;0.824168744;0.836954179;0.764337158;0.823749976;0.866572625;0.870069986;0.838107664;0.857305862;0.839926251;0.873065345;0.838209165;0.865657591;0.83672332
ACCN4;0.027410376;0.443475384;0.019262112;0.016850248;0.02578107;0.545813555;0.451334465;0.029390034;0.725386247;0.046784894;0.037776025;0.017671267;0.033465437;0.033248539;0.018730265;0.251488616;0.433095152;0.007997043;0.035904541;0.014983622;0.385786015;0.023578965;0.012438597;0.045843327;0.009937708
ACCN5;0.52428977;0.694001729;0.383911772;0.619665799;0.378918161;0.536965158;0.423150626;0.517173416;0.309724429;0.554044369;0.608381921;0.607501569;0.558169361;0.618848256;0.52732692;0.506278165;0.596931732;0.47014126;0.457595891;0.520836591;0.703289675;0.660995647;0.468787393;0.797903522;0.496061342
ACD;0.936403853;0.946953833;0.952416195;0.954225984;0.954436297;0.946793644;0.89576813;0.933823087;0.897499414;0.955332544;0.93696711;0.91244103;0.931476429;0.945733777;0.955618362;0.940395223;0.935348816;0.950648815;0.883825911;0.922431192;0.922860694;0.970019751;0.8868291;0.954696714;0.953263165
ACE;0.056899967;0.0468482;0.04276109;0.049057794;0.051933812;0.04526065;0.084172986;0.070031635;0.078920085;0.048697265;0.060000127;0.056405057;0.044475978;0.037808349;0.038285928;0.031671072;0.036412558;0.026621412;0.043943168;0.057669113;0.022629183;0.057154048;0.032319904;0.042900012;0.064937507
ACHE;0.048803642;0.049691759;0.039071963;0.050186792;0.063313562;0.042016152;0.070239408;0.05712565;0.077732351;0.049365747;0.050827659;0.053317773;0.046987621;0.123576081;0.054794183;0.057772721;0.034520662;0.145026556;0.057990822;0.03465099;0.071590776;0.042527898;0.032025537;0.052034589;0.035881598
ACIN1;0.050158552;0.059964752;0.042074679;0.049609546;0.05204062;0.06609825;0.065751378;0.060705634;0.045233653;0.061650194;0.062568918;0.06125707;0.046303682;0.053715557;0.044764862;0.050145351;0.045942292;0.054087758;0.058429017;0.051117796;0.041520892;0.051510042;0.068417975;0.052954851;0.053309073
ACLY;0.028772194;0.024379377;0.023047904;0.023945076;0.025671462;0.029273862;0.054798821;0.021701013;0.019335841;0.024824466;0.029824175;0.024316894;0.023783802;0.020195301;0.019764473;0.016034542;0.022176584;0.024785695;0.021732868;0.024778998;0.01725108;0.021447373;0.018123334;0.018182283;0.018328335
ACMSD;0.413104768;0.759159077;0.253510816;0.384582033;0.378267371;0.86354983;0.53635089;0.724482857;0.404838477;0.373942073;0.570322117;0.649892871;0.526102769;0.334254214;0.516549054;0.141149532;0.407117568;0.047513135;0.530086647;0.377188923;0.306069772;0.636518913;0.620063575;0.462363857;0.722987617
ACN9;0.052836624;0.056271828;0.05054923;0.045964453;0.057507548;0.057292231;0.058981785;0.068543271;0.050831102;0.055924096;0.04299091;0.064435306;0.044425746;0.050672087;0.069320709;0.03886665;0.255769332;0.052665188;0.061026199;0.056694175;0.049097337;0.164722427;0.046745983;0.056746525;0.050677651
ACO1;0.053794184;0.047261799;0.020528069;0.050349513;0.032124108;0.026605692;0.031955406;0.031930815;0.022952202;0.052737696;0.036055439;0.034179059;0.059012836;0.036005654;0.030961435;0.026238932;0.030192713;0.009165355;0.03930733;0.036455634;0.035879766;0.04535201;0.01582301;0.057539435;0.016846137
ACOT11;0.336628363;0.388455654;0.540629049;0.543464231;0.474246684;0.799299793;0.598972858;0.550230543;0.430891428;0.482669805;0.345776128;0.44107347;0.354101502;0.586250979;0.28747312;0.520357917;0.602493722;0.537253534;0.430117712;0.561608214;0.397061411;0.375307752;0.177316557;0.421530547;0.588873316
ACOT7;0.031691068;0.035183398;0.04451531;0.024918766;0.035114794;0.03179736;0.049773107;0.053873525;0.066049226;0.026568918;0.043814714;0.031021604;0.042262891;0.022305131;0.018247209;0.028499323;0.027401567;0.020814395;0.044490185;0.026583977;0.028112832;0.017342824;0.019989853;0.02138623;0.037310174
ACOT8;0.060471756;0.032530101;0.033642174;0.023716677;0.313156969;0.026455881;0.035665705;0.030613678;0.086061564;0.038174066;0.156704206;0.050721631;0.048021044;0.030592792;0.081869315;0.044095292;0.030982697;0.021372278;0.031814979;0.049740028;0.021532644;0.17155573;0.021186716;0.02339184;0.018915697
ACOX1;0.027570438;0.032551708;0.021951164;0.025621369;0.024267459;0.032780379;0.031762722;0.027739282;0.027530959;0.026655068;0.025419056;0.026649033;0.027066186;0.022304133;0.161920956;0.024161615;0.018801677;0.030135055;0.024179086;0.022847816;0.025287613;0.026666814;0.023998133;0.029171745;0.023686399
ACOX2;0.320471714;0.626264;0.608358256;0.521261337;0.321513176;0.224400568;0.158549276;0.339872481;0.13954227;0.306764003;0.370010914;0.294610403;0.52055129;0.247131932;0.34620787;0.20560134;0.118317624;0.10315282;0.178850714;0.27382418;0.251960362;0.373939413;0.088867808;0.369097452;0.128918424
ACOX3;0.03000784;0.028041354;0.031077064;0.029354395;0.033721226;0.04842269;0.035484858;0.028511329;0.024560213;0.026204504;0.036900338;0.032717226;0.023213873;0.022099199;0.02009637;0.02608695;0.028979395;0.024533563;0.0239465;0.025238095;0.028113356;0.029384667;0.028493153;0.035217106;0.024531168
ACOXL;0.714582705;0.837295833;0.757072706;0.800958352;0.835417315;0.836981671;0.758786229;0.76783668;0.89618225;0.771548329;0.748892196;0.868398191;0.804444485;0.808990139;0.887427594;0.846114522;0.879135955;0.883429482;0.644923667;0.854037633;0.93319377;0.832875267;0.889589373;0.879947154;0.847435989
ACP2;0.021168513;0.020746066;0.01933028;0.022588656;0.01999411;0.025448593;0.026053752;0.026304878;0.020165986;0.0176609;0.022223673;0.021789923;0.024265527;0.0184434;0.166430182;0.016303611;0.013452083;0.019040821;0.020843288;0.014859154;0.016224167;0.01522936;0.016833222;0.018171821;0.017374179
ACP5;0.737618576;0.708932689;0.742501384;0.746447155;0.629132633;0.753002509;0.72533167;0.360354501;0.463144628;0.737206508;0.767093062;0.758187472;0.646591464;0.722890962;0.740379639;0.755559112;0.781444515;0.739288469;0.746995704;0.762684778;0.465444749;0.779526665;0.685347529;0.803461598;0.72818935
ACPL2;0.395103965;0.218698304;0.15227041;0.438701782;0.519950454;0.559272001;0.205587399;0.145722224;0.127120506;0.171831606;0.442458883;0.236891457;0.273263379;0.177588463;0.246949523;0.274662709;0.247180423;0.454997303;0.262691932;0.338079935;0.151268405;0.362518046;0.453749062;0.34897754;0.223258324
ACPT;0.941271362;0.848689112;0.416968094;0.954964746;0.407041783;0.942216164;0.863229735;0.641968813;0.853613474;0.731632711;0.929399717;0.917699075;0.761826753;0.750065537;0.816752811;0.796171036;0.65978304;0.710869633;0.858331322;0.840237244;0.934133541;0.911778538;0.287651828;0.964718267;0.947603524
ACR;0.577411413;0.475605071;0.239803547;0.473725654;0.287909194;0.816658662;0.553601921;0.284273636;0.430658095;0.494593748;0.686572175;0.786245953;0.43274129;0.323176868;0.503365068;0.432917133;0.360189852;0.525526522;0.293023899;0.423444578;0.585658447;0.661665049;0.234812359;0.693395302;0.574974566
ACRV1;0.881822701;0.90832766;0.901165251;0.898255615;0.906649899;0.909943014;0.909786053;0.924002341;0.921590417;0.918767062;0.900474334;0.912877846;0.905185013;0.887894673;0.897854583;0.896157332;0.913225672;0.920303291;0.918586783;0.901816634;0.875884046;0.918529277;0.897458438;0.91218695;0.910894199
ACSBG1;0.787373131;0.69503432;0.402232429;0.771580294;0.355311818;0.853937009;0.595993875;0.439650893;0.236649382;0.749366936;0.754488265;0.879967285;0.553120658;0.720633231;0.694533455;0.624574889;0.797207981;0.892880165;0.770395753;0.811913806;0.759531334;0.753480032;0.680575529;0.759107056;0.815486463
ACSBG2;0.861525944;0.82824709;0.676015398;0.787492386;0.600418919;0.898657603;0.682517596;0.467195671;0.906388009;0.521131312;0.885638568;0.888902338;0.743825151;0.749056127;0.659697026;0.507643559;0.875390299;0.408994322;0.822387123;0.608110198;0.803535442;0.846828269;0.246460284;0.835383656;0.896729309
ACSL1;0.125839392;0.122045286;0.153127964;0.18307053;0.130973793;0.154891198;0.141773656;0.125584766;0.123085658;0.166029235;0.147583277;0.101121565;0.166539769;0.125092465;0.136302488;0.10952425;0.103180837;0.111711775;0.110275827;0.107566921;0.315693194;0.155417792;0.114994053;0.133074695;0.130720663
ACSL3;0.037099445;0.038098773;0.037665206;0.036921762;0.028855418;0.037365688;0.031322257;0.041382831;0.035621327;0.033462473;0.032539541;0.044651682;0.025369759;0.026496398;0.025333563;0.028141945;0.030512032;0.031704022;0.032703636;0.027347763;0.02859971;0.03884878;0.031998486;0.031325709;0.029113016
ACSL4;0.541127824;0.057822331;0.153078182;0.610311774;0.636421299;0.058256646;0.056044494;0.049906682;0.040075584;0.410847316;0.111733519;0.081264113;0.044188542;0.5479009;0.532095369;0.041514518;0.048021256;0.593924922;0.051000496;0.570478633;0.384508422;0.039881271;0.043219566;0.501325722;0.044512957
ACSL6;0.590185464;0.616011518;0.696263804;0.605540614;0.745354256;0.789668521;0.698449557;0.760735497;0.809258507;0.56303618;0.481911726;0.576127454;0.570513592;0.707462821;0.463959063;0.663448372;0.742533043;0.865045123;0.580813706;0.608406068;0.757927865;0.538239096;0.358842329;0.621271211;0.639623929
ACSM3;0.090415381;0.107548974;0.062938543;0.10005064;0.081492059;0.079824166;0.073312023;0.066345883;0.070549984;0.096694406;0.107860448;0.104871415;0.09678673;0.090892186;0.086605641;0.065641259;0.074440884;0.073033835;0.081051242;0.061472485;0.062033203;0.099894656;0.073061619;0.093126101;0.063063832
ACSS1;0.290505566;0.413412353;0.08865739;0.4696238;0.076647283;0.723785148;0.096702047;0.490343298;0.288986006;0.076466901;0.341273436;0.274929792;0.484834039;0.610629592;0.327585034;0.660760449;0.24475187;0.548152563;0.099038654;0.536521842;0.161794408;0.365084933;0.085367868;0.590503368;0.486050681
ACSS2;0.312326294;0.492993571;0.148782617;0.423568574;0.26419102;0.358658363;0.351996072;0.169229796;0.143058873;0.334742792;0.289573987;0.499609909;0.377711324;0.282926269;0.306328152;0.294176581;0.358558321;0.234680013;0.166809795;0.513118085;0.287919392;0.3450413;0.163695438;0.287750541;0.377190663
ACTA1;0.643241601;0.645701284;0.902567425;0.469982644;0.889540187;0.862560218;0.922303319;0.91422744;0.423271887;0.560524285;0.271047442;0.405929394;0.567619552;0.533072559;0.497249777;0.915882194;0.829505842;0.969289797;0.628760771;0.721548068;0.813066726;0.474683443;0.928002519;0.535911513;0.861923127
ACTC;0.723515353;0.669764188;0.496080463;0.678129142;0.632777121;0.72228304;0.838807918;0.825382535;0.862067234;0.641004428;0.614626353;0.742839154;0.6773425;0.588847237;0.647028969;0.758723204;0.772850666;0.851225025;0.467924803;0.512341611;0.811243853;0.614380212;0.856159396;0.745346685;0.816318639
ACTG2;0.751376058;0.762791411;0.729275478;0.825531124;0.557015878;0.816763751;0.53950409;0.687598311;0.558725561;0.768857648;0.749496694;0.769845468;0.715364098;0.783575394;0.74044254;0.821018434;0.83180124;0.672083764;0.737745296;0.742313479;0.80779432;0.787992092;0.574350269;0.800432754;0.823603636
ACTL6A;0.088745627;0.068238024;0.053501367;0.066875251;0.07320176;0.072048506;0.072915263;0.074793794;0.047998507;0.062586083;0.059707695;0.083411926;0.057610846;0.040192882;0.055836403;0.055072294;0.048633542;0.065257331;0.056363166;0.059097629;0.070202807;0.05954213;0.059506403;0.069113912;0.074066321
ACTL6B;0.647787912;0.629144135;0.828095954;0.643162189;0.838756553;0.845028141;0.915642389;0.849572139;0.903874399;0.750014874;0.353588349;0.679352927;0.620700074;0.820849151;0.655734257;0.82646254;0.804225165;0.945688641;0.78853791;0.746306987;0.73749115;0.638232244;0.878309996;0.619652035;0.828189936
ACTL7A;0.920690361;0.918327279;0.962351187;0.929590705;0.93634667;0.956209891;0.897318853;0.919381285;0.948703827;0.894731176;0.938702876;0.915875858;0.906432061;0.958972693;0.936211153;0.953026322;0.962833543;0.947556345;0.889999287;0.94357272;0.965706904;0.9546081;0.944571786;0.925594738;0.940312178
ACTL7B;0.968553513;0.969857688;0.967474514;0.976204793;0.971357663;0.977300472;0.946015439;0.85476128;0.97668889;0.966147789;0.961716854;0.973905634;0.941556615;0.974433052;0.961697896;0.940619655;0.975519205;0.983224483;0.962203581;0.969594728;0.919801075;0.972182452;0.979260112;0.980183861;0.974221102
ACTN1;0.01315253;0.011650207;0.009570958;0.009468379;0.013197379;0.011469513;0.02360472;0.016150429;0.014145643;0.021156621;0.01222894;0.018452241;0.018994353;0.015418214;0.006939214;0.009059459;0.011048271;0.006769627;0.026050922;0.012520827;0.00849094;0.013333521;0.009373784;0.007844241;0.01168286
ACTN2;0.198485295;0.605390186;0.048568522;0.4080213;0.598669642;0.037339756;0.922138416;0.906249514;0.213955585;0.702701544;0.292347115;0.70341371;0.361750127;0.708439175;0.491247896;0.71552568;0.845901293;0.956712929;0.805927188;0.334763806;0.053376183;0.516105746;0.828566305;0.748730226;0.789700036
ACTN3;0.874189225;0.803564923;0.366104313;0.953290864;0.636323804;0.759238366;0.568975345;0.386168606;0.739649846;0.662898702;0.752139088;0.883090176;0.642657932;0.598689075;0.730831191;0.51131234;0.783155002;0.542751052;0.331243173;0.743064967;0.900485648;0.834493518;0.282258574;0.850951149;0.440188244
ACTN4;0.050200832;0.062908103;0.057767043;0.046013006;0.057299798;0.051473889;0.068402479;0.050567662;0.047331892;0.048109569;0.050753418;0.054244227;0.054259891;0.045727067;0.037992454;0.041194762;0.045501144;0.041405213;0.040905843;0.046962548;0.044613188;0.049598616;0.045937569;0.04225608;0.045869092
ACTR1A;0.07782211;0.055086014;0.064890243;0.058738589;0.061718225;0.08041852;0.06722602;0.071825574;0.054553069;0.083309719;0.073105114;0.093891957;0.050938983;0.053229878;0.072262911;0.072244702;0.050826049;0.063199087;0.070997384;0.064950998;0.056720046;0.056564576;0.07102338;0.070054518;0.070468812
ACTR1B;0.028731764;0.025369081;0.023936398;0.020397211;0.029679853;0.03468242;0.037706779;0.025501293;0.022798813;0.02386439;0.029310378;0.032714528;0.023531606;0.018119969;0.028378265;0.02017439;0.024195968;0.022548776;0.026971213;0.024189288;0.018222928;0.023502129;0.023339656;0.024848559;0.026503788
ACTR2;0.028977396;0.031259893;0.022835649;0.028317627;0.025810191;0.033299771;0.025824384;0.029674291;0.023495426;0.023322768;0.033097759;0.029855827;0.019024786;0.029744554;0.025258537;0.023058045;0.017991422;0.022684079;0.026954144;0.022628216;0.021506971;0.021021977;0.021733013;0.039808147;0.019786022
ACTR3;0.103488545;0.104388141;0.086570846;0.072771731;0.104116106;0.077591549;0.104265545;0.095542342;0.093164665;0.082692686;0.083447524;0.085782098;0.085056466;0.085058372;0.080187317;0.080361246;0.105921514;0.079950024;0.091085128;0.098963397;0.085926076;0.089596932;0.096553981;0.087426219;0.086887182
ACTR3B;0.02980929;0.020396731;0.025628397;0.015497277;0.026918708;0.039370252;0.029608293;0.034049883;0.015808978;0.022052556;0.0433472;0.030382846;0.02508765;0.028841751;0.010086014;0.010997234;0.012652869;0.013947036;0.029059673;0.021324945;0.010169213;0.018428685;0.028225397;0.029437835;0.01503515
ACTR5;0.115441948;0.153109925;0.079364341;0.115365075;0.123064701;0.144970009;0.085937386;0.093613382;0.074097127;0.076374279;0.071101949;0.15333215;0.12604675;0.123776778;0.065087695;0.076493998;0.090021983;0.071615871;0.07301243;0.126280749;0.13621043;0.072868852;0.077249232;0.090730131;0.068245386
ACTR6;0.032014117;0.024591915;0.039864659;0.0240653;0.017365819;0.043796299;0.027904793;0.03773948;0.013761465;0.033564137;0.05254416;0.029556708;0.042183365;0.046171501;0.012620576;0.015860453;0.014165317;0.01081384;0.044604283;0.019859785;0.012131387;0.017886231;0.015984725;0.013957437;0.017736084
ACTRT1;0.41661344;0.628844321;0.272660993;0.571228846;0.385666339;0.635640211;0.695130895;0.698517898;0.510228473;0.371614342;0.614755105;0.671932712;0.43858296;0.257096844;0.38768259;0.306433609;0.674677739;0.250107091;0.527140077;0.515965752;0.34286884;0.567638829;0.42805809;0.555414654;0.483106059
ACVR1;0.104629145;0.129961422;0.048894153;0.266678812;0.056005887;0.071353457;0.065132942;0.071368129;0.034748061;0.23365624;0.19925716;0.057175285;0.206029434;0.225242756;0.165203704;0.053037194;0.061600217;0.023972276;0.067152074;0.161046035;0.152093871;0.273805107;0.027856385;0.520766892;0.059788234
ACVR1B;0.035072576;0.028853845;0.022519618;0.034828629;0.029384465;0.026608857;0.030137661;0.039395467;0.028337829;0.026808146;0.032957081;0.030947203;0.030060515;0.02733228;0.022594663;0.022098295;0.027842594;0.022021635;0.029200003;0.024918117;0.021667397;0.05431954;0.022425497;0.027764846;0.025091513
ACVR1C;0.056720527;0.056713041;0.037372937;0.046344969;0.046375283;0.048559182;0.043400457;0.051790562;0.038491704;0.054704075;0.053622989;0.061342077;0.043368126;0.049691381;0.050937823;0.037767323;0.040943591;0.026018221;0.044724213;0.038976271;0.047679577;0.097463097;0.039278944;0.050766422;0.040895797
ACVR2A;0.04271342;0.054254158;0.045061683;0.045725059;0.045318127;0.052606775;0.054869249;0.046071297;0.043577534;0.044111884;0.04475786;0.042379703;0.045687385;0.039953783;0.045243321;0.05045754;0.044144953;0.040061007;0.044146156;0.044928104;0.035283384;0.043497381;0.041085989;0.048490077;0.039553002
ACVR2B;0.046591285;0.04241247;0.033949783;0.04584063;0.032868431;0.03734177;0.069029162;0.047673053;0.058559927;0.04318781;0.041607119;0.056816295;0.039981267;0.033715813;0.037013158;0.027001409;0.032152142;0.034220913;0.049489152;0.042415115;0.035637963;0.034110368;0.035159259;0.054505853;0.024261608
