"";"CACO2";"CO115";"COLO201";"COLO205";"COLO320";"DLD1";"HCC2998";"HCT116";"HCT15";"HT29";"IS1";"IS2";"KM12";"LIM1215";"LIM2405";"LOVO";"LS174T";"RKO";"RW2982";"RW7213";"SKCO1";"SW1116";"SW403";"SW48";"SW620";"SW837";"SW948";"T84";"TC71";"VACO5"
"HORMAD1";3,333403826;3,792195294;3,456481225;3,477621594;3,508107755;3,10183213;3,307455952;3,26521412;3,346779443;3,529153881;3,367484164;3,261416178;3,31923733;3,392046578;3,272448566;3,308528072;3,158105315;3,471354988;3,367988659;3,289163068;5,459528099;3,297528368;3,418095676;6,498911365;3,33747613;3,419327661;3,393856355;3,281370753;3,351967461;3,322597881
"HOXA1";7,721004227;7,349515331;6,988284288;6,87936105;5,649720378;7,473901052;6,244195734;5,988915753;4,967748125;5,831941231;5,976455838;5,633261183;4,974526218;5,640039513;7,59072837;6,193433828;4,368534092;6,122198056;6,123522038;5,323109166;6,167869567;4,746537102;6,220422633;6,879759808;6,124983568;5,449667944;5,399617884;5,643152966;4,63354816;6,395322842
"HOXA10";7,817433535;9,425910473;8,682988877;8,947388156;8,707701722;9,691181246;5,137202127;8,550901725;8,030406909;9,57028928;8,266511398;8,266224622;8,845635411;6,466273622;9,03400886;8,935876117;9,007902933;7,623837226;9,326574741;8,594407451;9,145316977;4,994708314;9,536830308;9,023027963;8,599180182;8,015703342;8,590691003;9,591383837;8,205963125;9,593877982
"HOXA11";5,796307657;7,799246665;6,862374059;7,272587101;7,349836435;8,22841175;5,405664629;7,135383465;7,252475946;8,02855075;6,465594814;6,777170428;7,288895743;5,421126883;7,901371712;6,784396166;7,685365607;7,275511072;7,50951843;6,807131935;7,641109594;5,697778166;7,868995941;6,826583866;7,450559553;6,895718176;7,035216998;7,541116436;7,082509178;7,646446731
"HOXA13";3,983113905;4,225521355;4,345014103;4,61921778;6,868699831;8,261857296;3,01493521;4,766750871;5,931932509;7,341146595;3,284256615;4,57323783;7,491543413;3,454532958;5,861438635;7,564554234;6,552815208;4,0411836;4,043580525;6,59837979;6,868152245;3,266649505;8,096313412;5,272069402;3,785579053;4,628954889;4,8665532;7,356735561;8,518741231;7,229799765
"HOXA2";4,555512806;6,370859089;4,435011375;4,422795394;4,129947942;4,698799755;5,448425453;4,144359788;4,205896538;5,666395661;4,518033546;5,247030966;4,632086538;4,742465927;4,934301793;4,529095525;4,576575627;3,919788048;4,790643682;4,714602097;5,152824356;4,869365444;5,894354221;5,49708011;4,071944219;5,16599369;4,778548013;5,877409691;4,812460873;5,761889035
"HOXA3";8,098439651;9,060796874;8,135673659;8,410302734;6,100745558;8,374653442;7,942880699;6,438062262;6,349448481;8,514731602;7,117325922;7,823811112;7,8032444;7,443531629;8,344743209;5,861081385;6,903802856;4,572486296;7,995952974;7,019441982;7,80060778;7,908422904;8,626753442;8,784643805;8,0388066;8,094585606;7,701750743;8,662256522;8,331279598;8,709162821
"HOXA4";5,855878752;7,257437989;5,622916225;5,659709573;5,637619644;6,003638299;5,883376593;5,539954221;5,394935128;5,883708484;5,531483085;5,286565881;5,65452257;5,437572721;6,232198539;5,730403208;5,017700565;5,900100571;6,342749671;5,440670688;5,545900981;5,39563433;5,487428624;5,867578536;5,87095471;5,674777762;5,202859768;5,949621188;5,711940033;6,202906645
"HOXA5";6,529646739;9,87861379;6,654384493;6,722557409;7,865868366;9,199996867;5,793775734;6,792338898;7,321983637;8,047113066;6,889820406;6,695481519;8,632442354;5,856884822;8,537730938;7,806476025;6,45651482;7,845212109;8,352782326;6,752463755;7,651378465;4,628015327;5,358426148;7,130077568;6,921949995;7,810669732;5,19948658;8,71381793;5,698255885;9,129588669
"HOXA6";5,471213086;6,715382291;5,402682859;5,451033407;6,112573768;7,187279673;5,180131339;5,648279059;6,063399954;5,967369586;5,730782598;5,454858989;6,548980759;5,24679586;6,444677188;6,052854502;5,620816071;5,634189081;7,011169245;5,738935366;5,990435138;4,923455642;5,11786174;5,654218209;5,801969415;5,949934719;4,928302998;6,586644585;5,249714072;6,793433172
"HOXA7";6,941441343;8,591474314;7,341588687;6,79950471;6,768807219;7,834046137;6,074859852;7,440477757;7,419814481;6,445111265;7,428287711;5,886331639;7,992789455;6,423702053;8,157917962;7,232965195;7,285202988;7,820583667;6,995572998;5,666058034;7,752570074;5,186561379;5,511648605;7,79275649;7,960692864;7,489927299;5,858408902;7,631501047;4,981389563;8,112795747
"HOXA9";8,277529423;10,35153253;9,078604132;9,313180178;8,839125936;10,46414995;4,36302829;9,976617384;10,01556409;9,19461917;8,412846938;6,682455104;10,56138962;5,187220188;10,54206498;9,863308445;9,923755212;9,918020712;10,38652282;9,002406643;9,910574294;4,689774741;8,724597264;10,09285714;10,22870628;10,53221453;7,261876323;10,3360451;7,693302807;10,72785293
"HOXB1";5,635280458;5,398841438;5,563793971;5,567010567;5,575572279;5,2839754;5,456156047;5,530714728;5,04049504;5,407070174;5,53857737;5,403749119;5,634499045;5,820399919;5,593014789;5,585151491;5,598525492;5,594282779;5,964446517;5,573768794;5,435416194;5,908235655;5,558735562;5,382901933;5,456393108;5,663003409;5,618929793;5,301123317;5,704341959;5,470439888
"HOXB13";4,042596458;4,986561645;4,801864268;4,883030255;4,76551893;5,639682456;4,013819986;4,832047967;5,794766121;4,435543044;4,514939391;4,881573847;4,310422909;4,758117668;5,055007858;5,064546582;4,474982638;5,152730382;5,389173281;4,666988996;4,337242526;5,905615982;4,781668487;4,959733079;4,068430529;5,025760962;5,114559971;4,784752753;5,222220492;4,576145051
"HOXB2";5,19666909;5,459033962;7,029572182;5,793880906;5,421921894;6,736450987;5,94897257;5,784180041;6,120040449;6,952649734;6,191676079;6,188072014;5,511754884;5,640922313;5,859770799;5,52899704;5,423020676;8,434918456;9,005704281;8,338816255;6,419269051;8,340256498;5,456932619;6,400289816;6,832292429;5,622218828;6,603425648;6,024774205;5,347210718;9,027619893
"HOXB3";4,658516322;5,893944866;8,82344241;7,639657489;7,153859613;10,34636121;8,624730552;7,739058426;9,474556867;10,01605432;10,80193592;10,67386644;5,913519683;8,401683571;10,20339948;8,742837277;6,229347388;8,638264236;9,361711158;10,01758691;8,362052082;11,56891613;8,16691796;9,572165327;8,847878557;8,964214212;10,35349645;9,303111456;7,722809056;9,664682739
"HOXB4";6,495378796;6,087584762;7,582173843;7,05130948;6,566544654;6,865128319;6,369111934;7,268876308;6,991016396;7,123886761;7,118902491;6,954131994;6,199692615;6,587514119;7,737708233;6,664575297;6,238797252;7,038339966;7,167011488;6,74359574;7,156489859;8,001846859;6,567459563;6,824440617;7,357917517;6,375704515;6,923197664;6,763692673;6,743430562;7,271477195
"HOXB5";5,205291908;5,484194107;5,957017723;5,562281911;6,199529396;7,069248625;7,042420391;5,916579064;7,048791064;7,122702985;7,984369829;7,313708186;5,603740322;6,459569851;6,434145988;6,815222374;5,121234995;5,604932394;6,907132756;7,403480693;6,992303222;7,466272293;5,872256863;5,97792818;6,953419575;6,619139017;7,291414291;7,018527578;6,401499004;6,957050503
"HOXB6";4,32355938;5,571745728;8,048863665;7,408163929;6,857783028;9,278471667;9,11728519;6,610856343;9,206390635;8,948250273;9,771515259;9,137601774;5,801840583;7,32733917;9,031773827;7,677677697;4,894464195;7,068968717;9,490158771;8,82065096;7,247612478;10,18537803;6,445717737;8,286233463;7,84675339;7,977645889;8,975698976;8,276157748;7,41935752;8,731504774
"HOXB7";8,310724426;7,946359913;9,386872891;9,162455843;7,311476678;9,383245911;9,589861452;9,472018714;9,299618664;9,454752281;9,842681895;9,549191031;8,4999572;9,189051996;9,508756109;9,324201826;7,613037609;8,525386067;9,930279143;8,777308288;9,205942674;9,138748717;8,332081329;9,396202903;9,127508139;9,350216318;9,954880577;10,16824951;9,039847565;9,735381674
"HOXB8";3,550906119;5,450561724;6,136213792;4,68346139;3,971160948;7,818775737;7,904471994;7,231110798;7,617871738;7,51669982;8,765901557;8,414178921;5,032952727;4,283607373;6,454760155;7,30704182;4,16428416;5,71829629;9,343213218;7,805049519;7,655222097;9,803899619;5,945550224;7,483098714;7,32395178;7,872882399;7,893234262;8,774757585;4,345171794;7,429863099
"HOXB9";5,556124101;6,905570197;6,592441086;6,275287425;7,032107159;8,537616421;8,504415931;6,858508557;8,647278192;8,976926996;7,891217535;8,44245564;6,005765025;7,177411742;7,542832538;7,199608604;6,18237574;6,97231919;9,141470975;7,859148435;7,065380598;9,901835484;7,040799766;8,356481641;6,808270379;7,540502827;8,330607901;8,405883952;6,73938664;7,493478294
"HOXC10";5,408724091;5,780998249;4,803352498;4,475226544;7,055710918;4,76020204;4,387708195;5,250693001;4,775933638;4,219271199;4,452649171;4,660655108;6,026811757;4,530830736;6,9351365;4,488070539;4,400614723;5,723830289;7,653435581;4,48865742;4,431333525;4,320425978;4,529511373;4,254792558;8,174337539;4,967314067;4,40122338;4,32736624;9,217049253;6,15991432
"HOXC11";6,478618904;6,797244279;6,161636073;6,373305496;8,06848212;6,000076294;5,653540444;5,888621759;5,933767473;5,990080546;5,839565591;6,097348413;6,984357446;5,68308402;6,537626713;5,980515645;5,75045489;6,656402167;6,127341219;7,134954793;6,597556157;5,878910588;5,937681841;5,856729393;6,985311359;5,737572096;5,908121541;7,266689218;7,560013199;7,34303784
"HOXC12";3,998513324;4,266901536;4,287158145;4,057668736;5,136189624;4,125721583;4,218542862;4,021226075;3,893815905;4,032075228;3,769285135;4,327791402;3,917726437;3,971949627;4,03598545;4,195850309;3,973470829;4,103195041;4,005930954;4,197154019;4,06288756;3,973053892;4,297528705;4,20792912;4,152325587;4,004410446;4,232299897;4,141547035;4,007390233;3,912700628
"HOXC13";6,656432776;5,552728397;5,274084113;5,042165498;7,334606719;4,764627872;4,983708114;5,876406815;5,03348627;5,568618073;4,943743329;4,719544648;6,163744833;5,176208959;5,750939762;5,167476891;5,048203795;5,098601019;6,223893031;5,021534575;5,051163719;4,892043481;5,015998694;4,980184734;6,356728815;6,140660418;5,279479608;4,885121945;5,130708395;6,934172943
"HOXC4";5,740594552;7,058140893;6,289722594;5,817568499;7,215300678;5,936002247;5,684912572;6,072013509;5,87734255;6,563288309;5,680748962;5,92806047;7,023199844;6,144779182;6,38015391;5,758904198;5,500561935;6,737412687;6,971372678;6,139661909;5,679393335;5,650066908;5,325973306;6,557191862;7,338053701;5,794131104;5,519166384;6,837772722;8,675575775;6,925130769
"HOXC5";6,255618737;5,338566738;6,37003657;7,137148687;6,193502972;5,349770369;5,261465488;5,784433331;5,492284606;6,346616694;5,397330941;5,645055367;5,904380742;5,440254461;5,483250357;5,434919487;5,321243573;6,590686399;5,627949666;5,671108404;5,402969419;5,36505663;5,212732022;5,263970099;6,459541102;5,349670173;5,438280294;5,549133401;7,52199614;6,54415794
"HOXC6";8,827846744;8,05610066;9,06545083;9,706216737;10,47535632;8,149139639;9,006837197;7,76827505;9,268979457;9,297153951;8,788973019;8,426011712;8,749444152;8,850275152;9,522427252;8,568459975;5,108979499;9,295361446;8,572704926;9,184127747;7,699747366;4,824559007;5,077070943;9,080920414;10,14241554;8,003172324;5,884722211;9,436809171;11,12749485;9,872386247
"HOXC8";5,478594064;5,264873558;4,77618539;4,703952471;5,934474994;5,084072773;5,051627854;5,463608157;5,192933035;5,395727099;4,981239102;4,732268724;5,351731347;5,021376901;5,459421053;5,207500575;5,114046881;6,041847562;6,060649391;5,361077615;4,979675313;4,94484635;4,783755611;4,726008888;5,634030428;5,296299669;4,955623939;4,931596681;6,443276214;5,370139999
"HOXC9";5,802950785;5,269260077;4,811225904;4,11999661;7,942909495;4,275636211;4,541725756;6,526686223;4,158148132;4,856433022;4,473447765;4,4639926;4,80181089;4,499932116;5,175443193;4,907492245;4,458980073;5,606445398;5,330152471;5,51349089;5,04600385;4,590793849;4,50528787;4,516292436;6,774800704;4,612564787;4,438700981;4,74242233;8,099807849;6,13846024
"HOXD1";5,201176543;4,969433158;4,93488769;5,0071263;7,905687942;5,179838959;5,058345707;5,10308342;5,274307655;5,021962955;5,161463537;5,112467895;7,44014513;5,091123098;7,341123111;5,26170117;4,8905914;5,739592882;5,108839856;4,999583993;5,220530037;5,201940575;4,935137434;5,257646373;4,984742592;5,38744371;5,165854763;5,267844174;5,076000802;7,405339985
"HOXD10";3,985431755;4,126215987;4,243154485;4,353027937;9,095963847;6,474470401;3,936703338;4,350072264;7,122535319;4,109153702;4,146444768;4,09044836;4,220032429;4,13650587;4,366951559;3,989109158;4,034423554;4,093716788;3,983226916;4,15514501;4,072122497;4,346085184;4,242202987;4,169644939;4,291667931;4,090123807;4,280690952;4,263655788;3,958795958;7,999451466
"HOXD11";4,282436788;4,507818798;4,462250157;4,210359183;7,056776651;5,363792694;4,295878764;4,370911486;5,721862547;4,54450262;4,482103968;4,248034047;4,203969122;4,321232324;4,41615376;4,42176485;4,1936136;4,316379169;4,062401494;4,41087865;4,347800153;4,334562591;4,142706927;4,141695243;4,331545626;4,214365374;4,357941408;4,464655061;4,20841303;5,731462355
"HOXD12";3,755658851;3,544454509;3,602065322;3,569051796;3,557229698;3,753234974;3,564422946;3,606798053;3,663685574;3,575908925;3,594397993;3,455040915;3,756953874;3,630769002;3,784410111;3,661047965;3,596043014;3,722465256;3,743520818;3,383152305;3,566742296;3,874470078;3,663382075;3,610475128;3,727714848;3,642245792;3,599547243;3,576395927;3,544504553;3,615191564
"HOXD13";4,434609693;4,767182321;4,845179472;4,865044126;8,758105983;5,213710645;4,887583625;4,972370327;5,086076429;4,922769267;6,389653851;7,094593555;4,941568805;4,596452627;7,608694328;5,848220874;4,935842619;4,782815267;4,84466013;5,064825551;4,785339446;5,15882439;4,824433404;4,949573002;4,989329657;6,546219731;4,788789147;4,94853;4,666833842;7,302524417
"HOXD3";3,549971912;3,807792311;3,648116808;3,41639594;5,793497181;3,68193752;3,570849751;3,668667088;3,664154338;3,594917314;3,713357013;3,692227573;4,877954059;3,573097617;4,292564466;3,831037715;3,629033196;5,242904646;4,966672618;3,528206488;3,501416191;3,800908633;3,721473233;4,456430537;3,488116957;4,182883047;3,943264615;3,77116712;3,570241352;4,63015361
"HOXD4";4,114859882;4,280994062;3,952524762;3,899333969;6,422774477;3,909828493;4,020525586;4,011983772;4,908388997;3,892457746;4,037941283;4,054578781;4,57887749;3,875744427;4,424679713;4,405864715;3,845612115;5,00277781;5,087929213;3,947040229;3,849967851;4,015016327;4,038027714;4,316437095;3,834685644;4,198562494;4,204064343;4,078296118;3,617589897;4,591997029
"HOXD8";4,441035899;5,572964313;4,657718246;4,956058256;7,290902883;5,043130414;4,18627631;5,943887608;4,616972326;3,859596981;4,955859421;4,477437617;6,937900167;4,170189645;7,280841387;6,31124964;4,00400258;5,647301958;6,415312547;4,161987148;4,087202417;4,009855177;4,277961786;5,5045982;4,902702454;6,319322656;4,337864785;3,98434905;4,69467847;5,557381958
"HOXD9";5,400213298;6,47662999;5,505468087;5,350882805;6,582208583;5,986536589;5,352046016;5,486137529;6,656724891;5,27888176;5,485945412;5,394382914;6,932255118;5,60699217;7,411932253;5,522526801;5,32353435;6,466503657;5,816700312;5,514254005;5,570594011;5,664897969;5,579493908;5,862123166;6,85490843;5,334679089;5,594061519;5,479012843;5,243306674;5,948248089
"HP";4,938219228;5,062019199;5,193565304;5,04753175;4,935633;4,988316903;5,007548835;5,073199575;4,853171024;5,053899519;5,142532851;4,91179682;5,011801891;5,094906054;4,90614176;5,131402727;5,287875259;5,116801147;5,293775126;5,087913927;5,127401936;5,340406591;5,166352613;5,269262324;4,89514031;5,097017196;5,248206449;5,088732707;5,13666512;5,044525469
"HPCA";5,889851834;6,027806453;5,968159628;5,87745456;5,791968503;5,690332598;5,936356092;5,937722594;5,625390858;5,991427272;5,900815985;5,711338323;5,854396607;5,897846255;5,776730752;6,043321164;5,891026367;6,056943229;6,564076196;5,93080509;5,843309205;5,978988088;6,094047804;5,808405004;5,805069171;5,769839483;6,054015433;5,92220053;5,703609176;5,94471673
"HPCAL1";7,177082019;8,447582357;8,097655589;7,728342814;8,058644302;7,055765667;6,322730932;6,681245453;6,837707577;7,530219638;7,879493325;5,740372656;6,452285173;7,103418294;8,932195092;6,223509514;6,873702235;6,778807763;6,866181685;7,219697892;6,378745133;5,750065846;6,731008381;6,469385848;7,182849144;7,326150114;6,291410576;6,489737181;7,120239936;6,258879107
"HPCAL4";3,713962292;3,886157394;4,072830806;3,854671796;3,853297167;4,26849073;3,793822544;5,706309298;3,752952712;3,813983734;4,078326549;4,079781525;3,91412837;4,009118356;5,299369978;4,040814648;3,88018943;4,426401806;4,232969242;3,826309589;3,900764125;3,85086138;3,79591692;3,846646576;3,925695846;4,132616819;3,991787446;3,862082922;4,112181975;3,820787192
"HPD";3,848802879;3,945474253;4,040557916;3,845980757;3,88814263;3,885062209;3,838949702;4,234557763;3,939104288;3,91826172;3,646483472;3,62152548;3,946855724;4,175488988;3,818580582;4,020344602;3,769099009;3,896729382;4,159826056;3,901569379;3,840495883;3,88254143;3,698392196;3,746384892;3,897432855;4,11005232;3,805343682;4,0280146;3,726287286;3,93423093
"HPGD";9,988704285;8,604951051;8,27583792;6,349627724;7,571269635;8,170087073;8,475466113;4,111062294;6,213858927;7,811134715;9,940167418;8,627705233;5,911163971;7,974667636;4,265935869;9,86770057;7,644142332;3,229804264;10,9662218;10,77215431;4,772195362;3,857052048;5,02307668;7,751050897;3,536631576;7,852841963;6,066400916;8,837105031;3,015461327;7,995293164
"HPN";6,286951165;5,572694131;5,448928919;5,481385256;5,26875188;5,511408485;5,32607905;5,4371427;5,330761339;5,696691349;5,288435933;5,304886981;5,534477735;5,448663888;5,866599016;5,29187345;5,293389168;5,716180318;5,382435687;5,249615459;5,392722596;5,512250582;5,345040132;5,490488795;5,342235888;5,388333886;5,468426606;5,555009072;5,321563361;5,41560495
"HPR";3,832260372;3,887510112;3,764995069;3,769424145;3,566038984;3,809464978;3,703199224;3,767566257;3,640932381;3,775977156;3,772583253;3,641660878;3,830088116;3,898215635;3,824251037;3,715621679;3,79175525;3,7733158;3,521132829;3,724627121;3,815461161;4,182243196;3,944218613;3,828461057;3,691319487;3,513501517;3,733698178;3,750600559;3,869312331;3,836505629
"HPRT1";10,42759882;10,90219988;10,59070239;10,3396324;11,65710312;10,80550233;10,33880351;10,68490412;10,59804566;10,37935039;11,05504937;11,0201128;10,88882642;10,01004144;10,71189305;9,809302291;10,84681274;11,01722815;10,43843721;10,35226523;10,93422049;11,10918352;10,60446841;10,02725469;11,17640161;10,54661125;10,21679484;11,37546053;11,18676428;10,73802253
"HPS1";4,999399371;4,741348964;4,582393041;4,696815017;4,738785799;4,859859845;5,467951594;5,828077154;4,907078674;4,793077776;5,655770047;5,196596162;4,679212466;5,636773766;5,114295124;5,870501617;5,834802631;6,216128441;4,975386061;5,022690585;5,04140744;6,207644726;5,916141335;4,474635613;5,07571213;4,656239468;4,767217712;5,566498348;5,581260894;5,197286246
"HPS3";5,866788428;5,587033138;5,537379262;5,6295818;6,582354447;4,455561651;4,833117818;5,08218729;4,433382317;6,18293919;5,269101531;4,592972284;6,294965774;4,552288164;4,800535155;4,468244444;4,377658271;4,410561988;3,828778826;5,229025333;5,525198567;4,187102599;4,504951628;4,427293536;5,687826159;4,79043697;3,878701645;5,095066788;5,069308243;5,739422063
"HPS4";6,576609009;6,650493464;6,457509792;6,632891432;7,411317681;6,478552221;6,990291771;6,754367971;6,612622617;6,350436481;6,682782943;6,430637704;7,008875945;6,924226532;7,061733327;6,355129323;6,665227115;6,523939807;6,715095924;6,348063551;7,312268121;6,370100504;6,351819586;7,046077314;6,637610772;6,152210801;6,227293218;6,121908082;6,900294734;6,694816824
"HPS5";8,126084439;8,239288677;7,98383647;7,823144065;8,308212844;8,303467286;7,568956062;8,105146524;8,025247096;7,748144557;7,861316917;7,577447275;8,130117517;7,374395092;8,059274609;7,219223122;7,71726289;7,825158013;6,954730381;7,550120149;7,144432206;7,247505814;7,555925302;7,559801719;7,952479713;7,16590569;7,334890342;8,099459254;7,982404703;7,84336586
"HPS6";7,521426659;7,897399817;7,919773887;7,842924322;7,599901625;7,941444842;7,953488932;8,371182291;7,949029461;7,788798164;7,868080155;7,691611502;8,035844305;8,019315977;7,789514776;8,076768688;7,927087884;7,810541068;7,916600851;8,165523802;8,103958391;7,807841614;7,811392989;7,287436025;7,987243926;8,05352907;7,658190198;7,732333413;8,076690525;7,559146603
"HPSE";6,76127275;8,847235029;7,511253683;7,112481973;4,581399536;8,934803759;8,087257632;6,701384101;9,195816192;5,698251147;6,309070356;6,10026589;7,668548843;7,098507156;9,079136234;9,785165006;7,56172021;8,020499961;9,261738403;6,297012164;7,989197421;6,444352103;6,34785567;6,640090466;5,113038413;7,385454695;5,642738575;7,237204328;6,32326855;8,293391047
"HPSE2";4,668823838;4,196228051;4,384183763;4,610486966;4,141277224;4,44709901;4,557973685;4,489559519;4,644577746;4,407378569;4,192792132;4,364079752;4,515750611;4,595436009;4,257682764;4,657260485;4,547127943;4,452759185;4,837974799;4,521771795;4,560188809;4,870831722;4,857028457;4,586259023;4,168234279;4,65272825;4,381931803;4,75697312;4,30522387;4,495558871
"HPX";6,369272189;6,167294248;6,134837603;6,185729571;5,869859047;5,964224756;6,02291813;6,171217009;6,020411791;5,792755641;6,036358266;5,773620104;6,139644214;6,074534277;5,878970918;6,067921924;5,834536222;6,031761162;6,388653336;6,182519413;6,242186399;5,912727868;6,296510948;6,019459145;6,11721716;6,115790384;6,209030921;6,124254474;5,900811375;6,074672031
"HR";5,540992612;6,52199592;7,267177543;6,569284513;5,225049224;5,6761204;6,866271408;7,078503106;6,048727442;6,443632331;7,837543791;8,425194936;7,16487695;7,529894023;6,186856859;7,844146243;7,681097988;5,938054186;8,269000856;7,015386556;8,477418067;7,876139894;7,66916981;5,926137233;6,626619679;6,669257028;8,212992463;7,472020162;6,764221964;8,342016107
"HRAS";8,831235359;8,952393266;9,344364574;8,130764718;9,871572449;9,106824567;8,19627323;8,897803454;9,221657342;9,162749905;8,83678787;8,218195215;7,752337439;8,732208601;8,37212855;8,80185924;9,391979105;8,557194336;8,159219577;8,283579294;8,185059266;8,224624028;8,172640422;8,244148355;8,485674471;8,696575911;9,009593038;8,627072898;9,044162057;8,01896599
"HRASLS";3,679082386;3,746675746;5,053947595;3,972595658;8,539269348;6,462388468;4,044577908;3,666659673;4,353220572;3,897649471;6,290723404;5,032054541;7,421998855;3,834274005;7,627597533;4,226462648;4,136533236;4,105030451;3,944637479;4,099677205;3,717672128;3,639222421;3,671658204;7,040633251;3,766437305;3,775488549;3,72228719;3,796354825;7,550996364;8,008741639
"HRASLS2";6,580348783;4,97046074;4,871458617;5,037269455;4,38703115;4,95444821;5,075705913;4,610671342;4,77738624;5,452969916;4,417560464;6,021634413;5,919964224;4,914644793;4,549301695;6,162554347;4,564725467;4,839673833;4,851581474;5,543354651;5,949135013;4,425435829;4,822040149;5,083744294;5,844696839;6,085350996;4,967487658;6,449786563;4,533168194;5,272257855
"HRASLS5";5,305197592;5,14952394;5,15836045;4,902878157;4,812425938;5,067063581;5,179739277;4,978258484;5,298468452;5,023388537;4,827582176;4,993495731;7,245319847;4,978163667;4,875623574;4,765948089;4,735164459;4,932993621;5,024010906;4,737317448;5,51562868;5,088874199;4,81734883;4,949110758;4,762815212;4,859957589;4,984035748;4,935543879;4,880928717;5,382314256
"HRC";4,831765401;4,833041993;4,829124194;4,848706482;4,673645088;4,652686938;4,688641225;5,231449967;4,592857096;4,770899726;4,635703109;4,765438102;5,071831881;4,895239711;4,854904323;4,682583834;4,951266463;4,88005332;4,86905609;4,821425838;4,926056302;5,134670674;4,792518191;4,991979622;4,942991319;4,825660157;4,772527674;4,864418153;4,755690573;4,770830528
"HRG";4,130121147;5,013171357;3,998768546;3,887787113;3,645534299;4,219297996;4,149309577;4,295117177;3,912092595;4,494150608;4,619230561;4,186371764;4,372048119;4,03646523;4,237570209;3,936128273;4,209550434;4,094683407;4,48493326;4,220973608;4,294088641;4,057059582;4,432501095;4,375130992;4,14493321;4,393943285;4,259824088;4,216533302;4,262113737;4,070170437
"HRH1";4,312174026;7,402226602;5,574918511;5,724692249;6,693842188;7,118791235;6,795073966;6,099381658;5,720453157;5,916507758;6,482272378;6,473657809;6,819484655;6,552588465;6,267696812;7,370786308;6,491583115;7,066134599;6,418939139;6,8029684;7,028400838;6,401052151;6,149918038;6,655018745;5,62094115;6,575411522;5,838918503;6,188097484;5,940287854;6,02004378
"HRH2";5,804932185;5,690502027;5,775124492;5,714015583;5,345050242;5,527570459;5,781395125;5,667828368;5,691047069;5,666516526;5,262659949;5,526801616;5,648373043;5,668610001;5,391562163;5,910665385;5,45864837;5,584862186;5,865937415;5,658707079;5,621066461;5,836845152;5,745949044;5,564665996;5,552492674;5,664998545;5,863934711;5,770813799;5,645276348;5,733478901
"HRH3";4,27400264;4,493265662;4,603763925;4,596562116;4,534201887;4,453224835;4,492135059;4,662923699;4,475970037;4,368001624;4,277168127;4,507804826;4,320964092;4,449478395;4,338839566;4,524053811;4,471625177;4,628208936;4,511941428;4,453188177;4,682630042;4,985816122;4,536726768;4,538426209;4,334617613;4,371821102;4,56792424;4,5034201;4,309118239;4,253289993
"HRK";5,642781205;4,189845437;4,226449044;4,379702556;4,924536476;4,69760665;4,34205791;6,245600843;5,491719454;4,474525751;4,528070829;4,245970992;4,644955749;4,281201911;5,38481515;6,69685111;4,341401608;6,228272245;4,559510487;4,479638033;4,298423785;4,521719183;4,386222943;4,565854042;4,634813019;4,975301512;4,30337999;4,380480571;4,948168451;4,248450712
"HRSP12";9,124751125;9,091453515;8,929308903;8,863930276;9,69119231;9,381932418;8,80492203;9,490925048;9,027538869;8,816435939;7,746338465;8,256255018;10,36532947;8,834640788;8,791828418;7,942725597;8,693000368;9,85367858;7,632450243;8,208383495;8,509359176;9,513087108;8,990188917;8,37203573;8,472723506;8,994215108;9,280457947;8,448914025;8,822608806;8,298871383
"HS1BP3";7,557946183;7,177054773;7,487259014;7,731774629;8,24776876;7,387610161;7,676385645;7,457479268;7,669902232;7,161090519;7,244207139;7,828322264;7,51642818;7,57742377;7,323174597;7,071527562;7,82062932;7,305436953;8,155577461;7,525593176;6,821669723;7,63023937;7,873641316;7,331120381;6,752881045;7,326790201;7,756764263;7,395844871;7,250038597;7,133719822
"HS3ST1";6,053266156;9,185757822;4,66900004;4,370914079;7,335000074;7,261541724;8,193493892;8,797979502;6,000787995;8,702969479;8,808626583;7,845152537;8,523040374;8,088433601;6,684454264;8,855409507;6,416211405;3,482205106;4,388571925;8,442506314;7,332528845;5,903503538;4,608312107;7,630814923;5,189725761;9,027644455;6,040519568;7,296503887;5,483751348;7,056827654
"HS3ST2";4,949515149;5,037771909;4,848749404;5,099681371;4,970858406;4,887968683;5,100139747;5,062634651;4,888992165;4,961612706;5,144961694;5,13097173;5,061401936;4,993791385;4,87908146;5,01822352;4,973765798;4,985211366;5,398654021;5,149452753;5,036484491;5,339699398;5,161473496;5,226205004;4,819648324;4,667789892;5,398265212;4,957726281;4,920564423;4,983250802
"HS3ST3A1";3,460168256;3,467970501;3,455532985;3,377010396;3,398755006;3,56206513;3,361091926;3,584809685;3,453832655;3,580925627;3,558073007;3,403398003;3,355689025;3,64715556;3,529872816;3,716304212;3,418999879;3,452445195;3,360537525;3,362540716;3,395942509;3,495280077;3,259851986;3,608179672;3,40302101;3,199826237;3,279544786;3,318557004;3,347743206;3,48768253
"HS3ST3B1";3,729047373;3,301741898;4,769451734;3,828875585;6,804127992;6,484938422;4,44154522;6,140702833;7,136543284;3,214701945;3,64238715;3,518500134;7,033771868;3,517254173;3,141677934;7,129426545;3,525012461;6,541166348;3,45890349;3,356537327;3,072722717;3,936395729;3,551217876;3,515813916;6,612986623;5,697122394;3,379507101;5,076015646;4,189512241;6,427536663
