"";"CACO2";"CO115";"COLO201";"COLO205";"COLO320";"DLD1";"HCC2998";"HCT116";"HCT15";"HT29";"IS1";"IS2";"KM12";"LIM1215";"LIM2405";"LOVO";"LS174T";"RKO";"RW2982";"RW7213";"SKCO1";"SW1116";"SW403";"SW48";"SW620";"SW837";"SW948";"T84";"TC71";"VACO5"
"DNAJC18";6,536533958;6,422798403;4,801858926;4,547439237;6,861203225;7,044245115;4,98259245;5,961654168;6,540413243;5,290148468;6,478201667;4,869425649;5,162045099;5,339373715;6,265411477;5,836948687;4,495319518;6,18800822;5,870486674;5,362940906;4,991326614;4,842653266;4,419606194;5,542329217;5,224257378;5,169624909;4,780878817;4,664955743;6,350828884;5,032339517
"DNAJC3";6,196402498;6,569292767;8,210842193;8,534419581;6,636747756;7,783386497;7,570114781;6,432253524;7,327942354;6,947491557;5,91076606;7,863849946;7,301466344;6,465514341;6,71471783;7,288986489;6,367595704;6,483919025;5,802913902;6,741216688;7,474767606;6,109106036;6,952047668;7,467283847;7,537967889;5,700971099;6,692186858;5,975125087;6,300437442;6,006635526
"DNAJC4";7,18490689;7,33923958;7,241185569;7,145125397;6,85221562;6,932760159;6,962031038;7,063578948;7,036942209;7,128843273;6,840097852;7,022952522;7,059270579;7,716961903;7,231610439;6,925638323;7,969000545;7,102267534;7,743986544;6,248274562;7,306400376;7,757538844;7,893088289;7,168030215;7,41070165;6,856765289;7,337662893;7,228147758;7,749461705;7,320887573
"DNAJC5";8,672666496;7,627880118;8,893531182;8,491210312;7,910811597;7,67865438;8,064484499;8,081915145;8,063602215;8,850454372;8,818528985;8,086401008;8,149729213;7,6454144;8,019348359;7,762416436;8,04997769;7,925787276;7,902717801;8,507384064;8,343531161;8,268053232;8,589212483;7,971432579;8,190887196;8,083790639;8,871158582;8,000299859;8,091058856;7,757973555
"DNAJC5B";4,098023559;4,227569163;4,085892764;4,05504658;4,031488452;4,334198539;4,044128751;4,197743346;4,1480789;4,322192933;4,161391576;4,069221508;4,233330654;4,170187504;4,318650228;4,194990079;4,382897564;4,259959555;4,235066778;4,026079604;4,159933819;4,426342799;4,238153782;4,19608168;4,104230958;4,037944974;3,974392584;4,305154732;3,979573949;4,227125936
"DNAJC5G";5,296412786;5,203670684;5,032159977;5,139654861;4,984465432;5,136942067;5,136105863;5,238829907;4,913969624;5,14253561;5,41429728;5,083846493;5,174318409;5,111761515;5,079396307;5,179356557;4,968434921;5,202112205;5,301047649;4,972019592;5,215745172;5,134460575;5,223875389;5,22475719;4,943062109;5,224415772;5,260100083;5,181761271;5,16072441;5,2724147
"DNAJC6";6,533689851;7,940035516;5,573550843;4,995965583;8,470132119;6,227979686;3,468744415;7,814205245;7,709318213;4,864323978;7,576783294;3,744441394;7,377818118;3,396704737;8,086462479;6,494526291;4,400971281;8,680422859;7,035519848;4,414923365;3,471606885;4,874901323;3,647048814;5,567291361;8,863507291;7,198165846;3,958513102;3,93007518;7,785430452;6,662125308
"DNAJC7";6,50917158;4,902659786;6,308610311;6,261894296;6,128705179;6,001155002;6,384652727;5,790674015;6,660792069;6,759645573;6,237969439;6,907852574;5,082374066;5,575750175;6,402058199;6,0382951;5,481046495;5,940946764;5,064258002;6,80017749;6,597268693;6,93009082;6,889390868;7,169147766;6,456602792;6,459281597;6,640539972;6,905624163;6,090752784;5,66520895
"DNAJC9";9,400896382;9,096757114;9,35700575;9,255356069;9,10956599;8,924161183;9,55892087;9,015785608;9,193803855;8,865753554;9,341320566;8,892641796;9,283348606;8,758805243;9,139625444;8,67025437;9,419965822;9,231400561;8,877455854;8,645985423;8,550987786;9,117650803;9,068784626;7,629035799;9,669867264;8,433103496;8,901356663;9,055034147;9,32174584;9,309587939
"DNAL4";6,903838448;7,402061647;7,280851754;7,313723578;7,128206841;6,964397816;7,010437192;7,005385038;7,224482517;6,725497252;7,056777608;6,598342805;7,25308646;7,079238302;6,705322702;6,452319246;7,06154163;6,692959638;7,096346702;6,500461708;6,768353402;6,469421927;6,577719603;6,434761833;6,832056538;6,792076055;6,809910228;6,726176879;6,802758144;7,277815631
"DNALI1";4,495291538;4,774500467;4,827885211;4,696655011;4,755954584;4,023289718;4,617708009;4,742072437;4,606569081;4,815679861;4,444565218;4,463326719;4,664113261;4,443383203;5,125342416;4,573868757;4,630000717;4,790726586;4,984509962;4,3418085;5,067315345;4,792584447;4,579835533;4,361613143;4,86968414;4,492736339;4,637621169;4,663496128;4,228292365;4,67416994
"DNASE1";5,724545569;5,253714288;5,392094501;5,210290127;4,765865449;5,956681914;5,778592479;4,853264834;5,181791345;5,252930444;5,175759515;5,635311226;5,113460156;5,957910979;5,180207854;4,958523279;4,906444526;4,900776359;5,052940853;5,232304343;5,122208007;4,866989482;6,257822387;4,902176831;4,755033258;5,064173201;4,684818516;5,705405865;4,863775287;5,049462032
"DNASE1L1";7,044829928;7,05204266;7,835395617;8,015623132;8,0011049;8,205162894;8,469547552;7,36519334;7,601474605;9,135826359;8,571105005;8,21034644;7,48760019;7,718417687;6,664337014;7,455845797;8,313238906;7,76175964;7,654548497;8,376313389;8,02247519;8,822629735;8,35115954;6,843491474;7,101425051;9,605787702;7,602636679;8,616139082;8,191449769;7,761146958
"DNASE1L2";5,669937904;5,712762991;5,958610503;5,840617318;5,678358161;5,81860406;6,043755308;5,627193252;6,275386568;5,915220743;5,909017972;5,913981054;5,769723489;6,012713419;5,681790729;6,0594964;5,53894887;6,207089395;6,142920591;6,076047713;5,689461912;6,290421971;6,248403135;5,613674767;5,760201019;5,738983885;5,995258321;5,936604471;5,902622349;5,789893463
"DNASE1L3";4,29406061;4,705022719;4,551956637;4,63392112;4,441741893;4,503838728;4,689076378;4,510960199;4,519269322;4,596810089;4,645275255;4,56483088;4,241410814;4,465989833;4,40333538;4,456355719;4,6343588;4,551512719;4,698010006;4,33917562;4,711475458;4,748351483;4,63009768;4,48847098;4,534359706;4,693201745;4,640942962;4,628975259;4,4988912;4,361884126
"DNASE2";5,074571078;7,515586578;7,753792793;7,817374664;7,611218576;8,944509926;7,601351232;6,897106599;8,946986957;6,871582901;7,917997467;7,697514759;7,979464648;8,086677991;8,401539714;7,749294211;7,836762916;8,154959665;8,428669262;7,076163779;6,883491386;5,955158536;6,522929273;6,612178178;7,57303492;8,325121552;6,319964618;7,59438461;7,875690516;7,411964343
"DNASE2B";3,731182584;3,710378781;3,857342873;3,708656127;3,586949998;3,763835651;3,654739657;3,646329144;3,798588903;3,582759999;3,702053324;3,626893965;3,774393316;3,649135953;3,582346584;3,668518883;3,804205145;3,747949938;3,795442394;3,7546607;3,683549938;3,810378748;3,572175804;3,767225661;3,522566139;3,673245499;3,767341302;3,85277109;3,60433433;3,647552371
"DND1";7,216424391;7,504578773;7,939500185;7,764247377;6,843952664;8,146289699;6,653611967;7,42871671;7,648110139;7,341072219;7,73660005;7,602758824;6,811360211;8,48283574;7,611867412;7,199917029;7,177741218;7,595250182;7,541061434;7,593190624;8,263676633;7,400665475;7,809247874;7,527417697;7,716965496;7,398018945;7,704133898;7,840625025;7,541573869;7,153604407
"DNM1";5,322935661;6,183486055;6,953224736;6,608586238;8,156325707;4,946753777;5,479589082;5,855580952;6,005525431;8,807775358;6,797146792;5,949191168;6,397479307;4,899566649;5,747189705;6,669595413;6,835255157;6,69450748;8,236639885;7,295739193;5,194669459;5,693615733;6,828649814;5,443136512;7,259420056;8,283535389;7,61724961;4,929080979;6,289117957;5,975865639
"DNM1L";9,24411223;9,28796059;7,81184731;8,407917552;9,228877141;9,145793589;9,007029906;8,673448416;8,888508509;8,482139371;9,108653254;8,152647288;8,751737508;7,989634577;9,044313378;8,883370466;8,67972179;9,124931278;8,480186779;8,795704276;8,919653786;7,362879625;7,928897541;8,221288914;8,650177235;8,904342405;7,880980143;9,356359371;9,307305854;8,602792125
"DNM2";6,64845043;7,17029419;7,010103687;6,945083801;6,941781549;6,480560082;7,657728996;6,611002344;6,546853388;7,588836829;7,170335467;7,61489334;7,053892979;7,057154837;6,949829811;6,921737898;7,477512528;6,690984659;6,227372229;6,505660342;6,939826526;6,970138405;6,934000494;6,075335689;7,077569822;6,134726041;7,067527359;6,910909627;7,069360229;6,292982434
"DNM3";3,113642234;3,658456333;3,381564862;3,300907983;6,510623822;3,22375145;6,416125525;4,912545168;3,280394357;4,871733714;7,167879144;5,386493653;3,001330129;3,1959742;3,332764351;3,705584773;4,097956262;3,304197245;2,914612878;3,230902046;5,330793793;2,876544674;3,893580404;4,419476147;3,208854116;3,297248138;2,940565603;3,34147342;3,201260172;3,327833194
"DNMBP";8,118323257;8,774533814;7,985151992;8,294128025;6,548591121;8,641643535;8,331495031;8,991777368;8,077093185;8,757898424;9,11890014;8,974258775;8,45293357;8,542757021;8,109074192;8,464599115;9,276145249;7,153995165;8,695066623;8,928283597;8,683351225;9,428018994;9,256945617;7,974865448;7,615132378;8,215998459;8,449385671;8,925435997;8,713331738;7,722346201
"DNMT1";10,11106491;11,06878641;10,70760407;10,57379004;10,82928429;10,93842116;10,96792692;10,79930703;11,11962261;10,26743652;10,73062709;10,6171246;10,92987483;10,53976461;11,06439142;10,08119983;10,96012305;11,06376641;10,6684323;10,1474571;10,51675697;10,11461211;9,995048182;9,355982825;10,93083451;9,999476474;10,64725062;10,60402256;10,97041259;10,37574903
"DNMT3A";8,286319796;7,157392696;7,958170721;7,840280475;7,076053129;7,674532456;7,457575472;6,394672629;6,263437488;7,546789317;7,359960728;7,580027058;6,974816063;7,284695505;7,491575379;6,675752474;5,267984697;7,073164283;8,288600975;7,011689359;7,503083641;7,605249874;6,700817993;8,992822406;7,72531754;7,180323378;7,367380657;7,301914493;6,656612231;7,815324258
"DNMT3B";8,382542026;6,344596784;5,172465594;4,425149361;6,479791686;5,357044811;5,436291711;7,189659211;6,150353337;5,717513919;5,67966828;5,243660013;6,343142752;6,173799622;6,355653781;6,42600493;6,043506561;6,107135436;6,05807665;5,113881899;6,138483837;4,994848198;5,690454523;6,003890631;6,190359438;6,814490508;5,88321726;6,10907058;5,947870393;5,920281359
"DNMT3L";5,496744127;4,585907447;4,901048851;4,882602296;4,895958886;4,629623723;4,590075523;4,678950357;4,831925783;4,712584811;4,616509942;4,593484808;4,815081432;4,757062576;4,459695617;4,640202506;4,680615492;4,702708023;4,743011222;4,670042965;4,865664376;4,775520013;4,45451458;4,608446251;4,881079522;4,712597675;4,923725032;4,67319589;4,600657992;4,796009327
"DNPEP";9,331750709;9,652550757;9,43378618;9,489533704;8,706987569;9,236568637;9,736791823;9,386213077;9,464878389;9,808941882;9,204068039;9,584170963;9,395158475;9,825745886;8,966419067;9,437296921;10,11529477;9,705662905;9,222977831;10,02352326;9,649592571;10,31391064;10,51529643;10,0874103;9,404104307;10,04622565;10,08010492;9,914814231;9,406770866;9,80196107
"DNTT";4,747372882;4,88078788;4,78833642;4,675262802;4,759520125;4,769521729;4,747701367;4,905837136;5,102865605;4,690302549;4,745254454;4,515192918;4,895544304;4,767364355;4,844749515;4,657780385;4,728971933;4,981024047;4,728049683;4,59235049;5,028947343;4,823254954;4,706571744;4,94505003;4,996700273;4,863629243;4,922553518;4,592591143;4,580399171;4,74450002
"DNTTIP1";8,944731966;8,406771902;9,484341617;9,142975662;9,145198423;8,971571928;8,302936916;8,531762996;8,555105966;8,554556947;9,992799679;8,60465113;8,985073699;8,158584917;9,262484443;8,045474192;8,412377502;8,424728443;7,949925007;9,010499695;8,179679817;7,483323674;8,138602438;8,058847207;9,137717121;9,140896111;7,486322339;8,538014356;8,591785742;8,355116685
"DNTTIP2";9,026947297;9,303391469;9,24644398;9,321473176;9,526409284;9,992335485;10,31365334;10,36765527;10,14532732;10,00660278;9,890384783;9,279446716;9,070067575;9,628058339;10,53586848;10,36080288;10,43607847;10,5955617;10,36182873;9,346022691;9,999111481;9,399174087;9,091075558;10,17898833;9,888877095;9,539428545;9,530047676;9,924526283;10,05858663;9,719110731
"DOC2A";5,254900258;5,222905871;5,475893868;5,281519942;6,565532874;5,429010754;5,78247851;5,678156588;6,678620098;5,169657479;5,559897776;5,133354505;6,643389753;6,261479194;5,540622351;5,746971071;5,180453062;5,905389509;5,302787939;5,650904251;5,613635296;6,325972771;5,259414659;5,29673634;5,16415678;6,151943202;5,411195544;5,515733668;5,835216498;5,372462876
"DOCK1";6,040022961;5,580339814;6,050944278;6,513716998;5,519905806;7,373812236;7,004916489;6,927099302;7,334443204;6,903473048;6,709911669;6,607809182;6,774021263;7,184991471;6,87720571;6,589964414;6,902461721;6,929722574;6,624201383;6,696551314;5,616829096;6,295683322;6,469638908;5,664559241;6,181882221;6,554745835;5,811940098;6,374176865;7,033647544;6,673124967
"DOCK2";4,181193141;4,055559797;3,946432448;3,911095081;4,333623499;3,835678492;3,870893091;4,187098959;4,046131592;4,006831037;4,084201161;3,53497955;4,065163854;4,041331015;4,029316377;4,275447096;4,065593751;3,991795242;4,542069185;3,788497179;4,014394968;4,126172714;3,875037409;3,981556743;3,931754123;4,154024683;3,775306119;3,906134386;4,055118013;4,082378461
"DOCK3";4,002925756;4,230427077;3,920385937;3,989306888;5,99905094;4,30176033;3,89028642;5,206227818;3,982802466;3,94838381;5,253996671;4,080586025;3,871991836;4,199797118;4,126166322;3,90544021;4,038051028;3,957381187;4,374979941;4,174366005;4,172698295;3,973262694;3,910368539;3,8511941;4,012702238;4,326102953;4,139471213;4,194969925;4,501062868;3,965408079
"DOCK4";4,199494714;4,461424695;7,363203752;4,018365884;7,614189187;7,946824838;5,986377204;5,813751199;4,827051069;5,610962573;8,179593936;6,929406464;7,20294765;3,892596293;5,974558468;5,357611404;6,066727243;7,850631837;4,170881024;6,875160431;8,175359314;4,222618575;5,619426277;6,054156953;6,16193529;5,69318473;5,452582802;4,171319164;4,120207805;5,490173404
"DOCK5";5,679330154;6,331042975;5,060232985;4,879320511;4,668655229;6,832544292;5,620889187;5,883016524;6,581219711;5,066836839;6,888902383;5,842218477;5,72914743;6,260824132;5,866913798;5,970093702;6,018215277;5,423798757;7,496127216;6,029814394;5,870772241;4,695042393;5,572892747;5,650796199;5,02835081;6,129874004;5,757198372;6,744703557;5,778796783;5,502753209
"DOCK8";6,761973891;3,248060049;3,258894223;3,414652861;3,49226119;7,642891874;3,178385841;3,313712253;6,668258174;3,320690214;4,107227784;7,331166652;3,176815121;6,208724708;5,61753841;5,397367504;5,758720926;5,917011068;6,486658392;6,796287278;3,415984175;4,25427485;6,265524058;4,110061399;4,113512831;4,699637129;5,683870923;3,255048684;3,167582432;5,94030456
"DOCK9";5,202543812;5,166662491;3,818018785;4,383413383;4,844021137;3,61488368;4,397566038;4,480190292;3,748513198;4,198558607;5,870266784;4,72562752;3,738494174;4,120740826;4,307753451;4,179847462;4,3908296;4,098709794;3,760259558;4,359822097;5,921043402;5,113120546;6,557523614;4,985342535;4,486495461;4,026850676;4,94080393;4,630968034;4,296167782;3,847869487
"DOK1";6,119644299;6,389576414;6,388692607;6,369387122;6,294959169;6,896248108;6,276683003;6,355953851;6,688358576;6,256819451;6,116241186;6,196967789;6,690255414;6,793708056;6,319396388;6,027304566;6,243579387;6,956067195;6,430935376;6,030413307;6,47906933;5,75891114;6,206586496;6,700373035;6,436959944;5,961082297;6,432023084;6,28930117;6,623795876;6,372834039
"DOK2";5,490876851;5,60667341;5,542289325;5,299786653;5,284251133;5,470531178;5,239626343;5,599366564;5,443688827;5,312652048;5,205696875;5,30092517;5,484482392;5,198850492;5,455278396;5,396541705;5,355170448;5,507051035;5,806493141;5,396882333;5,27666624;5,510589836;5,589996888;5,161149982;5,341535405;5,428024912;5,427102092;5,552254045;5,419077205;5,456062351
"DOK3";5,126874484;5,911749375;4,758601449;4,853750182;5,956680621;5,625301289;4,640779357;5,397684444;5,810192797;4,061229906;4,872171786;4,533977859;5,521243802;5,269494561;5,624132672;4,903029296;5,494645844;6,204958349;5,818226831;5,058268439;4,212938702;6,166920468;4,28057837;5,321292901;6,063004251;4,244766296;4,102055854;5,129653032;6,716170642;5,747543885
"DOK4";8,410529455;7,361550924;7,726164069;7,594306806;6,232282558;7,315627832;8,52449068;7,075991318;7,415842936;8,832604868;6,945742332;8,327498075;7,025043828;8,207073949;8,266474771;7,220033365;8,097669393;7,09953545;8,113080454;8,265838093;7,719174283;8,305488595;8,687873474;7,049653082;8,463418773;7,812228707;7,580727842;7,809024956;7,876947587;7,64243419
"DOK5";4,496527978;4,642565907;4,056919828;4,442524389;4,038848668;4,203639635;4,259489866;4,310131378;4,271527479;4,174991397;4,128213054;4,161912402;4,390769548;4,531020114;4,275238466;4,668971348;4,102734222;4,433193421;4,364336481;4,434633326;4,240769857;4,454326464;4,545022374;4,422857847;4,341211461;4,07599091;4,436011498;4,168715169;4,310438776;4,385004365
"DOLPP1";7,871982456;7,839886804;7,938597763;8,083950079;8,100048952;7,543231069;8,068749679;7,584998404;7,863206328;7,968558199;7,422768704;7,60643848;7,871513257;7,728654601;7,673263345;7,300330146;7,815588154;8,0658364;7,979167216;8,48183481;7,285654715;7,63714598;7,546797938;8,098506102;8,210566238;7,848870508;8,030759239;7,966939061;7,626789376;7,674970552
"DONSON";8,505299615;8,998134878;8,383340766;8,752663716;8,902140767;9,240281834;8,178671835;8,335966374;8,89063366;7,967524446;8,928173758;7,925376558;8,506886507;8,527161116;8,914470508;8,095768047;8,40520454;8,925142049;8,185133832;8,195126627;7,852567467;7,854811871;7,531058683;8,695694357;8,836607121;8,216225304;7,708315375;8,403186003;8,625813086;9,072862488
"DOPEY1";3,998157053;3,800172477;4,413737789;4,156509298;4,715495684;3,973139871;4,238433313;3,893636303;3,763205246;5,123127354;3,976689554;5,970530321;4,276285609;4,89222346;4,058364337;4,127009577;4,289488074;5,035330162;3,746665961;4,028610501;4,029377511;4,411156538;5,609404072;3,927672389;5,714112418;3,720862614;4,919110721;4,12563326;4,551585123;4,206043482
"DOPEY2";5,475300581;6,120218499;5,697891669;7,19271424;5,302783541;6,868291184;5,722195064;5,249306654;6,30629427;5,837175073;5,899812274;6,540701406;4,72368814;6,939849704;5,140249756;4,57951432;6,18419912;5,234604854;5,469607878;7,122430859;6,585077124;6,057131612;6,149741649;6,293602857;5,261455735;5,540973515;5,635992572;5,597495754;6,213580445;5,144996684
"DPAGT1";9,5954991;8,479446895;8,633632761;8,795473194;8,280058858;8,511964296;9,530687868;8,135394386;8,246489767;9,579450569;8,750337732;8,945739002;8,556035949;8,766937932;7,984728715;9,30638986;8,974718521;9,102163842;9,212886356;9,540701979;9,402075163;8,900839993;8,707572188;9,563460494;9,486831618;9,810375856;8,781768958;9,095982925;8,404844363;8,951923974
"DPCR1";4,235549642;4,16300063;4,283051655;4,234032785;3,98849733;4,204796985;4,810796174;4,475140699;4,208604997;4,555401019;4,294465263;4,431177681;4,198537028;4,528631294;4,027642574;4,383239984;4,373625533;4,30091202;4,346164383;4,315265008;4,92764228;4,402495697;4,610789669;4,484799912;4,106725284;4,248890638;4,264052787;4,254351948;4,306025414;4,278972919
